FECHA,HORA,ACO,AJM,ATI,BJU,CAM,CHO,CUA,CUT,FAC,GAM,HGM,INN,IZT,LLA,LPR,MER,MGH,MPA,PED,SAG,SFE,TAH,TLA,TLI,UIZ,VIF,XAL
01/01/2018,1,125,92,-99,78,-99,-99,137,100,52,-99,96,48,-99,-99,-99,114,91,-99,-99,101,86,172,90,136,-99,137,67
01/01/2018,2,98,95,-99,73,-99,-99,111,187,37,-99,85,47,-99,-99,-99,108,67,-99,-99,117,61,138,127,157,-99,175,58
01/01/2018,3,88,81,-99,82,-99,-99,85,100,64,-99,92,36,-99,-99,-99,110,74,-99,-99,98,51,249,134,168,-99,166,50
01/01/2018,4,82,59,55,87,-99,-99,58,75,48,-99,102,31,-99,-99,-99,113,80,-99,-99,87,47,150,105,210,-99,170,63
01/01/2018,5,96,48,57,69,-99,-99,52,134,42,-99,95,23,-99,-99,-99,107,64,-99,-99,97,44,175,56,161,-99,119,111
01/01/2018,6,88,46,51,62,-99,-99,84,144,39,-99,55,25,-99,-99,-99,78,62,-99,-99,71,41,128,82,132,-99,54,105
01/01/2018,7,86,71,26,55,-99,-99,62,132,31,-99,71,21,-99,-99,-99,77,66,-99,-99,41,30,110,63,71,-99,49,101
01/01/2018,8,71,100,32,52,-99,-99,36,152,-99,-99,65,19,-99,-99,-99,70,64,-99,-99,58,38,93,50,65,-99,49,110
01/01/2018,9,55,102,72,54,-99,-99,58,217,-99,-99,62,17,-99,-99,-99,-99,59,-99,-99,69,67,99,61,69,-99,51,90
01/01/2018,10,47,96,76,67,-99,-99,65,32,54,-99,80,27,-99,-99,-99,69,62,-99,-99,41,71,95,55,72,-99,30,116
01/01/2018,11,37,102,33,77,-99,-99,36,-99,30,-99,75,54,-99,-99,-99,102,79,-99,-99,68,51,47,66,42,-99,30,110
01/01/2018,12,34,85,59,80,-99,-99,40,38,40,-99,80,67,-99,-99,-99,92,84,-99,-99,57,52,74,78,49,-99,20,98
01/01/2018,13,27,76,53,77,-99,-99,58,37,56,-99,84,71,-99,-99,-99,93,77,-99,-99,55,58,71,72,42,-99,23,51
01/01/2018,14,21,66,56,86,-99,-99,48,49,47,-99,79,74,-99,-99,-99,86,80,-99,-99,58,66,59,65,31,-99,47,55
01/01/2018,15,23,65,53,71,-99,-99,59,27,33,-99,65,84,-99,-99,-99,78,78,-99,-99,38,77,52,46,70,-99,47,43
01/01/2018,16,31,66,52,70,-99,-99,73,31,45,-99,55,88,-99,-99,-99,68,67,-99,-99,54,85,45,52,52,-99,5,44
01/01/2018,17,41,57,51,56,-99,-99,65,72,46,-99,57,99,-99,-99,-99,36,51,-99,-99,49,77,49,40,29,-99,73,48
01/01/2018,18,52,63,73,41,-99,-99,60,28,46,-99,40,97,-99,-99,-99,47,46,-99,-99,41,61,51,46,65,-99,64,64
01/01/2018,19,60,70,52,47,-99,-99,44,69,83,-99,38,87,-99,-99,-99,47,52,-99,-99,50,57,85,48,84,-99,59,59
01/01/2018,20,46,60,41,63,-99,-99,24,39,33,-99,50,61,-99,-99,-99,51,46,-99,-99,60,42,59,54,48,-99,49,37
01/01/2018,21,41,45,44,59,-99,-99,20,28,19,-99,47,39,-99,-99,-99,46,32,-99,-99,75,33,-99,38,31,-99,33,46
01/01/2018,22,21,30,19,29,-99,-99,28,15,17,-99,26,30,-99,-99,-99,29,27,-99,-99,34,24,-99,19,9,-99,18,36
01/01/2018,23,12,29,23,20,-99,-99,21,-99,4,-99,17,28,-99,-99,-99,20,20,-99,-99,31,29,-99,31,18,-99,10,9
01/01/2018,24,17,28,9,14,-99,-99,22,-99,2,-99,18,25,-99,-99,-99,14,22,-99,-99,-99,28,-99,24,4,-99,17,-99
02/01/2018,1,26,32,13,20,-99,-99,29,-99,3,-99,23,26,-99,-99,-99,20,18,-99,-99,-99,29,-99,10,1,-99,-99,16
02/01/2018,2,26,27,-99,19,-99,-99,37,-99,-99,-99,14,33,-99,-99,-99,18,20,-99,-99,-99,31,-99,21,-99,-99,-99,33
02/01/2018,3,25,22,9,17,-99,-99,25,7,-99,-99,14,33,-99,-99,-99,17,16,-99,-99,-99,32,-99,10,-99,-99,1,38
02/01/2018,4,26,25,3,18,-99,-99,27,10,9,-99,23,33,-99,-99,-99,26,23,-99,-99,-99,29,-99,21,-99,-99,8,24
02/01/2018,5,27,17,13,18,-99,-99,26,18,7,-99,21,28,-99,-99,-99,21,23,-99,-99,37,30,13,20,-99,-99,14,33
02/01/2018,6,33,24,17,25,-99,-99,27,19,13,-99,22,24,-99,-99,-99,22,21,-99,-99,38,29,13,25,5,-99,24,51
02/01/2018,7,29,30,32,29,-99,-99,29,50,17,-99,28,24,-99,-99,-99,19,27,-99,-99,40,34,14,35,24,-99,43,94
02/01/2018,8,27,29,50,33,-99,-99,46,124,48,-99,30,24,-99,-99,-99,43,34,-99,-99,44,39,66,42,52,-99,48,104
02/01/2018,9,41,43,71,57,-99,-99,48,245,85,-99,45,19,-99,-99,-99,46,39,-99,-99,50,44,38,44,49,-99,50,129
02/01/2018,10,41,45,45,61,-99,-99,55,44,26,-99,68,32,-99,-99,-99,51,54,-99,-99,54,48,60,49,82,-99,60,82
02/01/2018,11,40,51,52,57,-99,-99,51,39,48,-99,71,34,-99,-99,-99,58,86,-99,-99,57,59,56,74,120,-99,51,84
02/01/2018,12,49,61,79,79,-99,-99,55,91,65,-99,70,35,-99,-99,-99,56,81,-99,-99,73,73,55,79,105,-99,89,84
02/01/2018,13,60,51,60,71,-99,-99,63,68,46,-99,75,53,-99,-99,-99,64,76,-99,-99,79,74,26,54,76,-99,65,64
02/01/2018,14,54,51,51,50,-99,-99,42,29,13,-99,43,48,-99,-99,-99,33,58,-99,-99,64,57,-99,57,21,-99,13,74
02/01/2018,15,40,54,35,51,-99,-99,42,9,12,-99,39,56,-99,-99,-99,23,43,-99,-99,56,57,33,54,17,-99,19,66
02/01/2018,16,49,44,51,30,-99,-99,37,17,25,-99,41,52,-99,-99,-99,58,38,-99,-99,77,47,114,56,26,-99,10,59
02/01/2018,17,57,42,53,43,-99,-99,37,31,45,-99,37,55,-99,-99,-99,51,39,-99,-99,66,46,53,55,44,-99,30,82
02/01/2018,18,56,46,56,69,-99,-99,40,91,51,-99,37,34,-99,-99,-99,64,43,-99,-99,87,48,55,62,47,-99,68,67
02/01/2018,19,92,47,102,64,-99,-99,51,131,75,-99,61,32,-99,-99,-99,59,64,-99,-99,95,65,63,79,100,-99,190,113
02/01/2018,20,92,43,100,64,-99,-99,58,161,90,-99,61,41,-99,-99,-99,60,68,-99,-99,99,56,36,93,164,-99,155,99
02/01/2018,21,85,50,91,65,-99,-99,39,154,86,-99,59,38,-99,-99,-99,73,63,-99,-99,77,58,51,103,167,-99,110,115
02/01/2018,22,110,52,96,79,-99,-99,38,111,71,-99,71,34,-99,-99,-99,78,58,-99,-99,130,51,89,95,147,-99,130,123
02/01/2018,23,121,56,85,67,-99,-99,31,93,56,-99,89,28,-99,-99,-99,66,51,-99,-99,136,45,63,104,151,-99,126,134
02/01/2018,24,106,45,60,61,-99,-99,29,83,44,-99,78,27,-99,-99,-99,92,50,-99,-99,112,40,49,99,110,-99,84,113
03/01/2018,1,109,40,65,67,-99,-99,33,90,45,-99,83,25,-99,-99,-99,90,45,-99,-99,224,44,44,84,110,-99,77,101
03/01/2018,2,95,43,62,62,-99,-99,39,89,45,-99,58,29,-99,-99,-99,75,42,-99,-99,137,48,63,60,79,-99,56,101
03/01/2018,3,79,42,56,48,-99,-99,43,85,30,-99,49,36,-99,-99,-99,65,47,-99,-99,175,48,52,80,79,-99,67,127
03/01/2018,4,74,37,52,49,-99,-99,41,55,40,-99,64,38,-99,-99,-99,68,51,-99,-99,164,43,43,60,91,-99,70,148
03/01/2018,5,74,39,44,60,-99,-99,38,70,36,-99,68,36,-99,-99,-99,63,61,-99,-99,94,43,42,64,71,-99,57,141
03/01/2018,6,62,42,45,53,-99,-99,45,87,37,-99,61,34,-99,-99,-99,63,80,-99,-99,89,46,56,57,73,-99,76,136
03/01/2018,7,61,41,53,62,-99,-99,40,126,45,-99,66,31,-99,-99,-99,76,74,-99,-99,100,44,36,66,73,-99,-99,160
03/01/2018,8,58,39,76,64,-99,-99,52,185,63,-99,77,30,-99,-99,-99,88,78,-99,-99,106,46,52,62,81,-99,-99,220
03/01/2018,9,65,50,108,79,-99,-99,58,312,69,-99,90,42,-99,-99,-99,91,89,-99,-99,126,53,99,87,82,-99,127,211
03/01/2018,10,69,59,115,93,-99,-99,45,63,82,-99,103,40,-99,-99,-99,78,97,-99,-99,114,58,97,84,108,-99,133,204
03/01/2018,11,60,57,79,86,-99,-99,51,86,84,-99,106,36,-99,-99,-99,-99,96,-99,-99,96,54,85,87,102,-99,119,135
03/01/2018,12,67,53,39,62,-99,-99,35,59,31,-99,80,41,-99,-99,-99,-99,68,-99,-99,76,49,34,75,30,-99,58,125
03/01/2018,13,43,38,26,58,-99,-99,28,31,19,-99,52,42,-99,-99,-99,-99,48,-99,-99,75,37,-99,49,-99,-99,15,94
03/01/2018,14,46,47,53,57,-99,-99,31,61,42,-99,48,56,-99,-99,-99,-99,49,-99,-99,51,42,25,52,57,-99,36,77
03/01/2018,15,53,49,54,56,-99,-99,38,47,41,-99,77,52,-99,-99,-99,72,58,-99,-99,56,44,35,83,66,-99,53,78
03/01/2018,16,74,65,69,68,-99,-99,41,49,44,-99,66,62,-99,-99,-99,59,68,-99,-99,61,53,55,59,51,-99,29,75
03/01/2018,17,72,63,65,65,-99,-99,57,83,50,-99,56,91,-99,-99,-99,61,64,-99,-99,70,58,49,81,32,-99,78,80
03/01/2018,18,74,73,108,66,-99,-99,57,127,69,-99,58,76,-99,-99,-99,59,70,-99,-99,72,68,192,64,145,-99,107,102
03/01/2018,19,85,89,111,84,-99,-99,71,81,112,-99,75,104,-99,-99,-99,88,80,-99,-99,94,86,96,68,72,-99,82,124
03/01/2018,20,55,84,51,65,-99,-99,72,76,61,-99,53,66,-99,-99,-99,65,67,-99,-99,85,66,95,76,75,-99,89,80
03/01/2018,21,57,73,76,64,-99,-99,50,75,48,-99,55,59,-99,-99,-99,63,62,-99,-99,67,60,71,58,90,-99,101,74
03/01/2018,22,68,64,52,64,-99,-99,43,61,31,-99,63,54,-99,-99,-99,68,59,-99,-99,63,48,-99,58,101,-99,93,49
03/01/2018,23,88,55,52,61,-99,-99,45,51,23,-99,56,51,-99,-99,-99,67,58,-99,-99,62,57,74,53,69,-99,66,52
03/01/2018,24,73,40,46,55,-99,-99,49,52,24,-99,48,36,-99,-99,-99,73,51,-99,-99,71,47,40,46,64,-99,55,90
04/01/2018,1,74,27,33,53,-99,-99,39,69,32,-99,53,29,-99,-99,-99,63,57,-99,-99,63,33,45,53,54,-99,61,94
04/01/2018,2,72,43,30,60,-99,-99,35,50,25,-99,56,32,-99,-99,-99,64,51,-99,-99,83,29,41,42,52,-99,43,92
04/01/2018,3,62,47,21,71,-99,-99,24,19,18,-99,63,34,-99,-99,-99,71,55,-99,-99,56,27,50,71,59,-99,43,89
04/01/2018,4,55,44,22,66,-99,-99,30,22,22,-99,75,35,-99,-99,-99,59,64,-99,-99,71,35,41,79,51,-99,39,98
04/01/2018,5,57,47,25,62,-99,-99,31,39,24,-99,62,33,-99,-99,-99,60,63,-99,-99,63,36,51,62,59,-99,38,116
04/01/2018,6,71,47,37,64,-99,-99,37,79,19,-99,64,33,-99,-99,-99,72,69,-99,-99,76,42,43,63,46,-99,59,121
04/01/2018,7,96,35,53,61,-99,-99,40,51,36,-99,67,28,-99,-99,-99,83,73,-99,-99,102,46,44,58,77,-99,55,134
04/01/2018,8,116,42,76,73,-99,-99,57,139,59,-99,-99,28,-99,-99,-99,88,91,-99,-99,123,47,64,48,110,-99,81,135
04/01/2018,9,124,55,87,91,-99,-99,65,286,71,-99,-99,26,-99,-99,-99,94,103,-99,-99,140,55,95,72,114,-99,98,189
04/01/2018,10,101,-99,97,95,-99,-99,74,125,91,-99,-99,32,-99,-99,-99,108,112,-99,-99,132,61,98,115,136,-99,121,187
04/01/2018,11,78,-99,116,105,-99,-99,62,111,116,-99,-99,34,-99,-99,-99,107,121,-99,-99,164,76,99,144,139,-99,97,174
04/01/2018,12,80,-99,124,98,-99,-99,63,93,71,-99,91,34,-99,-99,-99,100,102,-99,-99,107,79,71,114,114,-99,64,114
04/01/2018,13,64,-99,91,76,-99,-99,67,62,53,-99,62,42,-99,-99,-99,66,83,-99,-99,73,80,33,101,38,-99,50,110
04/01/2018,14,64,-99,75,67,-99,-99,71,47,60,-99,76,47,-99,-99,-99,79,72,-99,-99,86,81,40,78,11,-99,35,117
04/01/2018,15,48,-99,78,79,-99,-99,73,58,62,-99,80,63,-99,-99,-99,81,85,-99,-99,70,86,54,76,-99,-99,58,109
04/01/2018,16,51,-99,71,86,-99,-99,68,80,69,-99,91,70,-99,-99,-99,87,89,-99,-99,65,89,56,90,65,-99,56,101
04/01/2018,17,60,-99,73,98,-99,-99,82,93,66,-99,100,81,-99,-99,-99,100,95,-99,-99,82,99,109,76,73,-99,76,107
04/01/2018,18,69,-99,95,99,-99,-99,80,107,77,-99,94,41,-99,-99,-99,91,99,-99,-99,109,107,116,84,94,-99,118,110
04/01/2018,19,84,-99,96,114,-99,-99,94,94,73,-99,85,31,-99,-99,-99,93,107,-99,-99,119,100,65,79,101,-99,158,112
04/01/2018,20,151,-99,92,86,-99,-99,85,112,69,-99,90,30,-99,-99,-99,86,86,-99,-99,147,93,83,87,99,-99,105,142
04/01/2018,21,92,-99,76,80,-99,-99,70,106,43,-99,81,32,-99,-99,-99,78,89,-99,-99,127,83,78,71,96,-99,100,127
04/01/2018,22,79,-99,82,87,-99,-99,45,122,50,-99,81,36,-99,-99,-99,73,72,-99,-99,106,75,70,77,101,-99,171,142
04/01/2018,23,80,-99,67,76,-99,-99,48,124,45,-99,70,45,-99,-99,-99,73,67,-99,-99,125,67,61,88,105,-99,154,130
04/01/2018,24,75,-99,60,83,-99,-99,54,81,51,-99,79,39,-99,-99,-99,94,59,-99,-99,117,62,62,69,112,-99,124,134
05/01/2018,1,62,-99,50,78,-99,-99,52,53,46,-99,85,38,-99,-99,-99,83,60,-99,-99,140,61,61,73,92,-99,107,132
05/01/2018,2,74,-99,52,75,-99,-99,51,72,46,-99,77,36,-99,-99,-99,74,61,-99,-99,125,57,59,72,88,-99,78,125
05/01/2018,3,76,-99,35,75,-99,-99,51,99,27,-99,74,35,-99,-99,-99,78,64,-99,-99,89,54,63,68,76,-99,101,116
05/01/2018,4,72,-99,44,75,-99,-99,35,76,28,-99,76,38,-99,-99,-99,81,71,-99,-99,102,49,31,54,43,-99,82,106
05/01/2018,5,78,-99,48,71,-99,-99,33,60,33,-99,75,32,-99,-99,-99,77,76,-99,-99,205,38,72,48,83,-99,84,127
05/01/2018,6,81,-99,51,73,-99,-99,36,65,34,-99,71,29,-99,-99,-99,76,65,-99,-99,177,34,55,58,97,-99,79,151
05/01/2018,7,81,-99,62,79,-99,-99,35,120,51,-99,77,28,-99,-99,-99,78,73,-99,-99,139,40,57,62,87,-99,92,148
05/01/2018,8,92,-99,73,88,-99,-99,43,210,66,-99,83,24,-99,-99,-99,94,87,-99,-99,191,44,84,69,102,-99,124,184
05/01/2018,9,100,-99,78,97,-99,-99,31,203,83,-99,100,23,-99,-99,-99,105,87,-99,-99,198,44,140,91,126,-99,168,197
05/01/2018,10,137,47,68,107,-99,-99,26,156,41,-99,92,28,-99,-99,-99,102,97,-99,-99,147,59,96,96,185,-99,148,190
05/01/2018,11,124,58,31,88,-99,-99,27,93,31,-99,68,32,-99,-99,-99,103,94,-99,-99,158,48,58,60,42,-99,112,166
05/01/2018,12,99,63,20,64,-99,-99,32,61,12,-99,61,31,-99,-99,-99,60,65,-99,-99,112,67,39,41,35,-99,37,124
05/01/2018,13,57,61,22,62,-99,-99,54,67,21,-99,50,35,-99,-99,-99,58,53,-99,-99,87,64,34,42,53,-99,60,128
05/01/2018,14,53,72,24,66,-99,-99,50,50,20,-99,49,37,-99,-99,-99,53,52,-99,-99,83,69,56,30,47,-99,48,110
05/01/2018,15,50,80,47,57,-99,-99,54,68,23,-99,49,41,-99,-99,-99,48,51,-99,-99,85,61,68,56,50,-99,33,102
05/01/2018,16,50,77,53,66,-99,-99,46,59,34,-99,78,38,-99,-99,-99,86,51,-99,-99,71,56,80,47,38,-99,-99,86
05/01/2018,17,55,76,48,89,-99,-99,47,81,45,-99,87,41,-99,-99,-99,78,77,-99,-99,66,80,120,64,102,-99,-99,83
05/01/2018,18,-99,105,107,85,-99,-99,69,63,86,-99,84,46,-99,-99,-99,77,80,-99,-99,93,87,117,83,78,-99,72,72
05/01/2018,19,-99,112,63,87,-99,-99,69,108,54,-99,68,40,-99,-99,-99,81,81,-99,-99,91,94,80,67,39,-99,92,83
05/01/2018,20,98,105,94,88,-99,-99,72,81,66,-99,83,42,-99,-99,-99,77,62,-99,-99,-99,80,98,82,123,-99,82,105
05/01/2018,21,78,98,69,83,-99,-99,51,78,63,-99,90,42,-99,-99,-99,88,68,-99,-99,-99,67,72,67,104,-99,77,108
05/01/2018,22,72,88,58,72,-99,-99,49,60,38,-99,72,51,-99,-99,-99,84,60,-99,-99,93,61,59,59,62,-99,81,94
05/01/2018,23,85,71,61,64,-99,-99,39,64,38,-99,66,42,-99,-99,-99,69,53,-99,-99,86,49,62,59,76,-99,99,66
05/01/2018,24,75,58,51,56,-99,-99,38,97,24,-99,56,42,-99,-99,-99,58,50,-99,-99,73,50,20,54,69,-99,90,63
06/01/2018,1,83,61,37,47,-99,-99,43,100,24,-99,53,39,-99,-99,-99,42,47,-99,-99,83,44,46,56,70,-99,99,80
06/01/2018,2,95,54,33,52,-99,-99,51,72,26,-99,51,30,-99,-99,-99,46,53,-99,-99,110,42,59,64,74,-99,92,107
06/01/2018,3,90,54,27,48,-99,-99,50,62,24,-99,53,27,-99,-99,-99,39,50,-99,-99,91,40,41,57,69,-99,93,156
06/01/2018,4,76,56,27,46,-99,-99,42,72,20,-99,53,26,-99,-99,-99,47,50,-99,-99,67,35,42,41,58,-99,87,141
06/01/2018,5,86,41,27,48,-99,-99,39,76,25,-99,54,20,-99,-99,-99,62,48,-99,-99,97,34,51,27,64,-99,106,137
06/01/2018,6,76,37,21,74,-99,-99,33,65,25,-99,74,16,-99,-99,-99,57,53,-99,-99,79,31,48,40,54,-99,70,138
06/01/2018,7,79,55,28,65,-99,-99,38,109,20,-99,65,11,-99,-99,-99,69,69,-99,-99,109,35,56,49,66,-99,50,157
06/01/2018,8,89,50,52,71,-99,-99,38,170,48,-99,69,14,-99,-99,-99,69,76,-99,-99,107,28,68,73,63,-99,91,201
06/01/2018,9,87,47,75,72,-99,-99,42,332,42,-99,75,17,-99,-99,-99,98,74,-99,-99,118,33,108,99,91,-99,126,182
06/01/2018,10,96,69,78,86,-99,-99,41,32,42,-99,87,23,-99,-99,-99,89,55,-99,-99,115,63,98,65,102,-99,113,144
06/01/2018,11,91,76,60,104,-99,-99,49,87,65,-99,88,30,-99,-99,-99,95,62,-99,-99,104,55,106,100,112,-99,-99,155
06/01/2018,12,58,67,34,85,-99,-99,36,46,14,-99,91,43,-99,-99,-99,79,63,-99,-99,59,36,44,87,23,-99,-99,133
06/01/2018,13,39,50,5,61,-99,-99,32,-99,7,-99,73,51,-99,-99,-99,59,63,-99,-99,58,41,-99,42,-99,-99,-99,80
06/01/2018,14,34,57,37,79,-99,-99,50,26,10,-99,90,58,-99,-99,-99,79,77,-99,-99,57,68,37,59,29,-99,-99,56
06/01/2018,15,47,82,45,65,-99,-99,42,19,36,-99,58,52,-99,-99,-99,50,54,-99,-99,68,50,33,59,50,-99,-99,73
06/01/2018,16,54,60,38,53,-99,-99,47,41,36,-99,48,49,-99,-99,-99,48,49,-99,-99,67,59,35,66,22,-99,-99,58
06/01/2018,17,43,57,43,52,-99,-99,46,12,31,-99,54,49,-99,-99,-99,52,52,-99,-99,86,56,58,58,11,-99,17,90
06/01/2018,18,49,55,51,57,-99,-99,56,58,36,-99,52,68,-99,-99,-99,52,55,-99,-99,48,68,66,-99,23,-99,68,57
06/01/2018,19,58,68,56,49,-99,-99,50,72,40,-99,48,67,-99,-99,-99,36,45,-99,-99,51,60,71,-99,97,-99,117,53
06/01/2018,20,67,61,90,46,-99,-99,56,115,66,-99,45,57,-99,-99,-99,34,46,-99,-99,60,64,33,-99,106,-99,86,86
06/01/2018,21,48,56,79,49,-99,-99,45,96,64,-99,43,36,-99,-99,-99,31,44,-99,-99,50,55,99,65,33,-99,40,57
06/01/2018,22,37,52,24,33,-99,-99,35,34,23,-99,28,39,-99,-99,-99,32,35,-99,-99,46,42,42,44,41,-99,69,47
06/01/2018,23,46,32,38,36,-99,-99,19,29,30,-99,34,25,-99,-99,-99,32,36,-99,-99,51,37,20,30,70,-99,84,39
06/01/2018,24,42,28,40,33,-99,-99,25,41,22,-99,33,14,-99,-99,-99,32,36,-99,-99,35,26,36,37,43,-99,60,48
07/01/2018,1,67,22,29,32,-99,-99,13,39,16,-99,34,14,-99,-99,-99,23,39,-99,-99,39,22,34,37,52,-99,65,48
07/01/2018,2,65,21,19,30,-99,-99,7,40,10,-99,38,25,-99,-99,-99,31,32,-99,-99,45,21,25,41,42,-99,68,61
07/01/2018,3,65,23,14,23,-99,-99,22,62,8,-99,33,28,-99,-99,-99,33,27,-99,-99,36,24,9,28,31,-99,70,54
07/01/2018,4,58,23,15,39,-99,-99,22,24,10,-99,42,27,-99,-99,-99,42,23,-99,-99,59,23,19,19,18,-99,71,79
07/01/2018,5,52,24,17,42,-99,-99,27,28,12,-99,42,34,-99,-99,-99,39,28,-99,-99,36,22,28,21,38,-99,71,60
07/01/2018,6,49,25,21,35,-99,-99,28,30,16,-99,47,31,-99,-99,-99,49,27,-99,-99,44,24,5,22,48,-99,17,66
07/01/2018,7,45,26,26,29,-99,-99,32,33,16,-99,51,29,-99,-99,-99,48,35,-99,-99,51,23,29,31,51,-99,44,65
07/01/2018,8,45,24,51,37,-99,-99,44,92,33,-99,51,26,-99,-99,-99,47,38,-99,-99,58,28,50,31,76,-99,73,91
07/01/2018,9,42,37,76,45,-99,-99,36,184,40,-99,60,27,-99,-99,-99,54,41,-99,-99,65,31,49,44,77,-99,83,107
07/01/2018,10,28,45,58,59,-99,-99,34,6,45,-99,66,38,-99,-99,-99,70,52,-99,-99,56,28,57,48,104,-99,118,95
07/01/2018,11,47,45,48,68,-99,-99,43,82,51,-99,63,32,-99,-99,-99,54,60,-99,-99,58,46,73,71,93,-99,88,83
07/01/2018,12,51,60,22,65,-99,-99,49,81,23,-99,54,29,-99,-99,-99,64,64,-99,-99,46,55,6,59,41,-99,79,78
07/01/2018,13,43,58,-99,47,-99,-99,75,3,3,-99,48,46,-99,-99,-99,60,60,-99,-99,61,50,-99,48,-99,-99,4,90
07/01/2018,14,45,49,-99,30,-99,-99,54,-99,-99,-99,32,44,-99,-99,-99,51,54,-99,-99,50,59,22,55,-99,-99,-99,89
07/01/2018,15,48,40,-99,33,-99,-99,41,-99,8,-99,41,47,-99,-99,-99,35,39,-99,-99,63,54,26,58,16,-99,-99,81
07/01/2018,16,52,40,18,30,-99,-99,31,7,25,-99,35,53,-99,-99,-99,31,27,-99,-99,56,42,60,39,38,-99,23,91
07/01/2018,17,61,47,47,40,-99,-99,27,22,37,-99,37,51,-99,-99,-99,55,35,-99,-99,43,47,180,50,49,-99,65,71
07/01/2018,18,58,47,37,47,-99,-99,35,63,30,-99,41,42,-99,-99,-99,53,42,-99,-99,48,45,109,54,62,-99,46,49
07/01/2018,19,106,54,131,75,-99,-99,44,122,97,-99,58,38,-99,-99,-99,71,76,-99,-99,136,60,76,71,142,-99,237,214
07/01/2018,20,125,58,131,83,-99,-99,58,154,96,-99,89,31,-99,-99,-99,72,79,-99,-99,140,53,86,114,242,-99,237,123
07/01/2018,21,121,58,106,71,-99,-99,39,184,121,-99,73,33,-99,-99,-99,66,65,-99,-99,92,63,82,111,129,-99,165,120
07/01/2018,22,122,51,79,70,-99,-99,37,193,84,-99,73,32,-99,-99,-99,83,53,-99,-99,81,42,68,90,127,-99,217,137
07/01/2018,23,164,54,72,76,-99,-99,34,168,39,-99,76,33,-99,-99,-99,90,56,-99,-99,91,42,80,81,163,-99,197,157
07/01/2018,24,153,56,55,77,-99,-99,37,93,27,-99,75,34,-99,-99,-99,75,80,-99,-99,99,40,68,56,166,-99,199,132
08/01/2018,1,150,47,45,76,-99,-99,33,117,27,-99,75,30,-99,-99,-99,57,75,-99,-99,104,38,65,55,129,-99,176,133
08/01/2018,2,125,48,39,68,-99,-99,38,75,24,-99,75,28,-99,-99,-99,77,65,-99,-99,156,37,55,45,95,-99,147,131
08/01/2018,3,97,52,41,48,-99,-99,38,48,26,-99,78,32,-99,-99,-99,67,49,-99,-99,124,35,45,44,105,-99,130,149
08/01/2018,4,90,42,38,42,-99,-99,39,46,31,-99,75,27,-99,-99,-99,76,61,-99,-99,94,32,48,41,89,-99,75,162
08/01/2018,5,86,45,48,47,-99,-99,40,37,34,-99,82,27,-99,-99,-99,93,51,-99,-99,97,38,53,49,96,-99,68,142
08/01/2018,6,75,44,39,47,-99,-99,35,69,35,-99,56,25,-99,-99,-99,77,60,-99,-99,100,49,48,65,87,-99,100,165
08/01/2018,7,82,46,60,59,-99,-99,47,128,44,-99,92,25,-99,-99,-99,101,81,-99,-99,113,54,53,77,66,-99,150,173
08/01/2018,8,82,36,176,73,-99,-99,48,229,59,-99,95,28,-99,-99,-99,122,104,-99,-99,119,54,95,70,123,-99,137,263
08/01/2018,9,116,34,128,114,-99,-99,46,274,77,-99,117,35,-99,-99,-99,179,97,-99,-99,177,46,124,102,168,-99,137,305
08/01/2018,10,102,61,113,132,-99,-99,37,140,85,-99,107,53,-99,-99,-99,119,94,-99,-99,163,45,96,151,170,-99,167,255
08/01/2018,11,93,76,51,93,-99,-99,44,114,41,-99,89,87,-99,-99,-99,105,73,-99,-99,125,43,86,110,104,-99,135,135
08/01/2018,12,96,64,81,60,-99,-99,47,37,55,-99,66,64,-99,-99,-99,66,63,-99,-99,78,67,71,75,24,-99,26,92
08/01/2018,13,59,68,70,55,-99,-99,47,50,37,-99,51,66,-99,-99,-99,-99,68,-99,-99,78,53,69,75,41,-99,39,77
08/01/2018,14,49,73,65,54,-99,-99,51,42,34,-99,39,70,-99,-99,-99,44,61,-99,-99,66,62,42,54,79,-99,47,75
08/01/2018,15,36,72,60,49,-99,-99,59,15,56,-99,44,73,-99,-99,-99,35,49,-99,-99,56,62,59,44,46,-99,35,61
08/01/2018,16,34,72,49,49,-99,-99,44,55,52,-99,43,72,-99,-99,-99,35,54,-99,-99,62,50,71,50,40,-99,46,64
08/01/2018,17,30,63,53,46,-99,-99,50,69,37,-99,43,69,-99,-99,-99,33,39,-99,-99,51,53,72,47,68,-99,35,75
08/01/2018,18,45,58,71,42,-99,-99,51,97,69,-99,34,53,-99,-99,-99,30,48,-99,-99,42,49,50,42,46,-99,50,73
08/01/2018,19,58,66,74,42,-99,-99,50,110,63,-99,38,46,-99,-99,-99,42,49,-99,-99,78,58,80,-99,117,-99,131,94
08/01/2018,20,64,65,93,45,-99,-99,61,131,67,-99,46,41,-99,-99,-99,31,51,-99,-99,89,59,91,80,147,-99,95,88
08/01/2018,21,63,59,74,56,-99,-99,49,73,62,-99,54,41,-99,-99,-99,33,53,-99,-99,84,56,81,66,72,-99,70,59
08/01/2018,22,59,52,52,55,-99,-99,34,23,55,-99,53,35,-99,-99,-99,57,45,-99,-99,54,53,77,56,56,-99,57,96
08/01/2018,23,54,45,24,45,-99,-99,33,22,24,-99,46,29,-99,-99,-99,37,44,-99,-99,53,45,42,44,53,-99,54,102
