FECHA,HORA,ACO,AJM,ATI,BJU,CAM,CHO,CUA,CUT,FAC,GAM,HGM,INN,IZT,LLA,LPR,MER,MGH,MPA,PED,SAG,SFE,TAH,TLA,TLI,UIZ,VIF,XAL
12/03/2018,23,-99,45,72,72,79,72,60,59,44,-99,70,32,68,-99,-99,87,65,-99,-99,47,-99,-99,73,-99,-99,29,105
12/03/2018,24,-99,66,56,58,72,68,40,50,24,-99,64,26,66,-99,-99,-99,54,-99,-99,44,-99,-99,62,-99,-99,34,90
13/03/2018,1,-99,72,53,50,67,59,34,43,41,-99,53,22,66,-99,-99,-99,45,-99,-99,29,-99,-99,58,-99,-99,42,71
13/03/2018,2,-99,52,51,45,64,47,44,37,37,-99,48,28,50,-99,-99,37,42,-99,-99,40,-99,-99,61,-99,-99,45,62
13/03/2018,3,-99,51,44,35,60,48,51,33,32,-99,46,24,40,-99,-99,44,43,-99,-99,50,-99,-99,65,-99,-99,23,69
13/03/2018,4,-99,49,44,41,54,52,55,37,28,-99,51,23,43,-99,-99,67,50,-99,-99,49,-99,-99,77,-99,-99,29,76
13/03/2018,5,-99,43,42,34,64,42,42,37,28,-99,48,20,53,-99,-99,54,53,-99,-99,46,-99,-99,85,-99,-99,45,68
13/03/2018,6,-99,37,47,42,94,61,29,52,41,-99,39,18,56,-99,-99,72,50,-99,-99,53,-99,-99,89,-99,-99,48,87
13/03/2018,7,-99,45,60,55,-99,64,24,90,55,-99,52,19,59,-99,-99,64,60,-99,-99,59,-99,-99,109,-99,-99,72,127
13/03/2018,8,-99,49,92,59,136,80,21,150,135,-99,66,17,70,-99,-99,101,66,-99,-99,79,-99,-99,110,-99,-99,79,158
13/03/2018,9,-99,60,98,74,129,98,24,75,54,-99,88,23,76,-99,-99,108,78,-99,-99,91,-99,-99,122,-99,-99,107,170
13/03/2018,10,-99,43,104,82,137,68,32,57,82,-99,87,18,72,-99,-99,110,104,-99,-99,76,-99,-99,127,-99,-99,111,109
13/03/2018,11,-99,46,94,84,113,14,33,80,96,-99,88,20,74,-99,-99,101,95,-99,-99,63,-99,-99,99,-99,-99,-99,101
13/03/2018,12,-99,38,68,60,86,5,40,82,75,-99,85,25,66,-99,-99,82,65,-99,-99,47,-99,-99,77,-99,-99,-99,64
13/03/2018,13,-99,36,50,40,69,51,14,56,34,-99,55,36,45,-99,-99,94,55,-99,-99,47,-99,-99,61,-99,-99,-99,73
13/03/2018,14,-99,38,40,53,55,43,13,39,32,-99,41,28,33,-99,-99,51,20,-99,-99,56,-99,-99,53,-99,-99,-99,65
13/03/2018,15,-99,34,11,31,49,72,29,8,-99,-99,31,24,39,-99,-99,52,-99,-99,-99,68,-99,-99,40,-99,-99,59,65
13/03/2018,16,-99,37,45,34,47,162,33,20,19,-99,36,51,34,-99,-99,46,34,-99,-99,58,-99,-99,37,-99,-99,44,55
13/03/2018,17,-99,72,31,49,74,54,37,109,62,-99,53,47,49,-99,-99,54,59,-99,-99,50,-99,-99,42,-99,-99,64,58
13/03/2018,18,-99,45,35,38,52,64,57,67,27,-99,48,36,59,-99,-99,63,39,-99,-99,55,-99,-99,52,-99,-99,61,76
13/03/2018,19,-99,41,38,53,46,74,45,17,68,-99,59,33,53,-99,-99,62,41,-99,-99,80,-99,-99,54,-99,-99,78,71
13/03/2018,20,-99,35,48,54,55,53,38,108,65,-99,46,25,58,-99,-99,60,39,-99,-99,79,-99,-99,-99,-99,-99,91,63
13/03/2018,21,-99,35,44,41,46,64,36,101,57,-99,40,23,48,-99,-99,53,36,-99,-99,66,-99,-99,-99,-99,-99,89,60
13/03/2018,22,-99,32,56,44,49,71,32,74,23,-99,38,21,38,-99,-99,53,35,-99,-99,98,-99,-99,67,-99,-99,105,84
13/03/2018,23,-99,32,57,38,63,46,28,58,41,-99,36,20,36,-99,-99,48,29,-99,-99,112,-99,-99,70,-99,-99,76,101
13/03/2018,24,-99,25,37,40,63,-99,24,38,32,-99,41,18,43,-99,-99,68,26,-99,-99,78,-99,-99,46,-99,-99,53,105
14/03/2018,1,-99,23,29,41,66,18,26,38,33,-99,48,20,55,-99,-99,75,35,-99,-99,54,-99,-99,60,-99,-99,57,96
14/03/2018,2,-99,28,27,40,83,42,35,33,32,-99,49,20,63,-99,-99,76,40,-99,-99,52,-99,-99,127,-99,-99,48,82
14/03/2018,3,-99,34,29,49,80,63,12,19,29,-99,72,19,71,-99,-99,85,43,-99,-99,56,-99,-99,68,-99,-99,64,97
14/03/2018,4,-99,40,27,48,69,45,36,33,21,-99,62,20,78,-99,-99,86,36,-99,-99,51,-99,-99,66,-99,-99,47,90
14/03/2018,5,-99,40,69,44,72,33,33,36,30,-99,45,18,71,-99,-99,81,34,-99,-99,48,-99,-99,64,-99,-99,44,105
14/03/2018,6,-99,46,47,40,72,34,41,46,63,-99,54,18,71,-99,-99,84,39,-99,-99,44,-99,-99,58,-99,-99,53,137
14/03/2018,7,-99,48,41,49,75,55,35,47,40,-99,52,17,69,-99,-99,75,51,-99,-99,57,-99,-99,68,-99,-99,90,111
14/03/2018,8,-99,51,57,57,94,185,41,100,48,-99,62,20,67,-99,-99,78,44,-99,-99,92,-99,-99,82,-99,-99,78,102
14/03/2018,9,-99,60,79,52,116,99,50,91,-99,-99,65,33,68,-99,-99,99,46,-99,-99,98,-99,-99,111,-99,-99,83,108
14/03/2018,10,-99,59,68,61,95,128,38,109,-99,-99,83,29,81,-99,-99,107,58,-99,-99,103,-99,-99,114,-99,-99,-99,132
14/03/2018,11,-99,66,69,89,103,92,50,80,-99,-99,102,38,97,-99,-99,116,72,-99,-99,108,-99,-99,110,-99,-99,97,136
14/03/2018,12,-99,67,88,76,111,39,51,64,-99,-99,99,34,74,-99,-99,127,89,-99,-99,92,-99,-99,100,-99,-99,67,123
14/03/2018,13,-99,72,94,69,94,68,64,-99,-99,-99,73,38,62,-99,-99,91,85,-99,-99,75,-99,-99,97,-99,-99,52,109
14/03/2018,14,-99,71,95,64,100,77,72,58,-99,-99,59,40,54,-99,-99,76,69,-99,-99,72,-99,-99,100,-99,-99,73,96
14/03/2018,15,-99,48,103,66,84,61,63,67,-99,-99,70,48,58,-99,-99,90,72,-99,-99,70,-99,-99,92,-99,-99,76,86
14/03/2018,16,-99,45,125,53,79,101,56,75,-99,-99,72,42,71,-99,-99,83,63,-99,-99,66,-99,-99,92,-99,-99,82,85
14/03/2018,17,-99,48,62,63,74,90,47,79,-99,-99,65,40,87,-99,-99,87,67,-99,-99,102,-99,-99,80,-99,-99,83,111
14/03/2018,18,-99,45,80,50,45,53,44,115,-99,-99,46,35,80,-99,-99,64,42,-99,-99,32,-99,-99,68,-99,-99,117,69
14/03/2018,19,-99,39,28,47,60,80,39,59,-99,-99,38,30,39,-99,-99,58,48,-99,-99,59,-99,-99,44,-99,-99,49,71
14/03/2018,20,-99,37,42,46,57,57,33,81,-99,-99,48,27,59,-99,-99,70,46,-99,-99,59,-99,-99,30,-99,-99,53,50
14/03/2018,21,-99,38,53,52,65,65,16,65,-99,-99,50,26,64,-99,-99,67,50,-99,-99,50,-99,-99,59,-99,-99,31,81
14/03/2018,22,-99,34,49,56,74,76,25,70,36,-99,56,25,48,-99,-99,77,53,-99,-99,40,-99,-99,85,-99,-99,28,60
14/03/2018,23,-99,36,41,54,72,22,34,49,35,-99,58,25,63,-99,-99,73,48,-99,-99,46,-99,-99,69,-99,-99,63,90
14/03/2018,24,-99,35,38,47,65,16,27,51,12,-99,70,19,65,-99,-99,71,31,-99,-99,69,-99,-99,78,-99,-99,54,58
15/03/2018,1,-99,43,18,48,73,-99,7,64,13,-99,61,17,72,-99,-99,78,34,-99,-99,74,-99,-99,74,-99,-99,53,107
15/03/2018,2,-99,33,23,44,71,-99,15,61,28,-99,73,17,72,-99,-99,86,38,-99,-99,74,-99,-99,64,-99,-99,51,102
15/03/2018,3,-99,49,21,55,63,-99,19,38,22,-99,69,17,69,-99,-99,83,40,-99,-99,56,-99,-99,47,-99,-99,41,101
15/03/2018,4,-99,39,23,55,64,-99,22,43,33,-99,59,25,67,-99,-99,71,41,-99,-99,69,-99,-99,50,-99,-99,49,70
15/03/2018,5,-99,28,27,38,67,-99,18,43,30,-99,60,16,81,-99,-99,63,32,-99,-99,45,-99,-99,47,-99,-99,45,53
15/03/2018,6,-99,25,39,43,55,-99,27,45,39,-99,67,13,45,-99,-99,80,36,-99,-99,62,-99,-99,50,-99,-99,50,105
15/03/2018,7,-99,25,59,49,72,-99,32,58,58,-99,72,13,49,-99,-99,122,50,-99,-99,95,-99,-99,68,-99,-99,68,126
15/03/2018,8,-99,30,109,52,97,-99,45,158,95,-99,67,14,69,-99,-99,107,60,-99,-99,88,-99,-99,98,-99,-99,105,131
15/03/2018,9,-99,44,101,58,107,-99,21,133,81,-99,61,18,50,-99,-99,93,63,-99,-99,68,-99,-99,99,-99,-99,110,100
15/03/2018,10,-99,56,69,69,113,-99,25,82,69,-99,76,20,-99,-99,-99,86,75,-99,-99,70,-99,-99,-99,-99,-99,107,89
15/03/2018,11,-99,54,-99,55,-99,-99,50,71,92,-99,56,29,-99,-99,-99,74,58,-99,-99,56,-99,-99,-99,-99,-99,108,76
15/03/2018,12,-99,44,-99,37,-99,-99,36,67,37,-99,43,36,-99,-99,-99,37,57,-99,-99,33,-99,-99,-99,-99,-99,63,54
15/03/2018,13,-99,47,-99,45,-99,-99,26,51,11,-99,57,37,-99,-99,-99,49,50,-99,-99,42,-99,-99,-99,-99,-99,49,51
15/03/2018,14,-99,44,20,49,55,-99,36,43,5,-99,45,41,-99,-99,-99,39,43,-99,-99,39,-99,-99,39,-99,-99,34,56
15/03/2018,15,-99,42,25,47,49,-99,46,22,25,-99,41,54,-99,-99,-99,91,56,-99,-99,-99,-99,-99,36,-99,-99,31,72
15/03/2018,16,-99,61,39,57,54,-99,55,110,82,-99,53,46,-99,-99,-99,57,50,-99,-99,-99,-99,-99,47,-99,-99,87,121
15/03/2018,17,-99,43,29,47,39,-99,70,60,32,-99,33,34,-99,-99,-99,33,32,-99,-99,37,-99,-99,32,-99,-99,63,49
15/03/2018,18,-99,38,33,29,45,-99,43,70,84,-99,32,32,-99,-99,-99,42,28,-99,-99,42,-99,-99,25,-99,-99,49,55
15/03/2018,19,-99,34,59,31,39,-99,27,64,44,-99,35,27,-99,-99,-99,41,35,-99,-99,32,-99,-99,40,-99,-99,48,46
15/03/2018,20,-99,43,48,34,39,-99,28,54,36,-99,36,26,-99,-99,-99,47,34,-99,-99,27,-99,-99,45,-99,-99,44,61
15/03/2018,21,-99,46,55,46,70,-99,31,51,60,-99,45,24,-99,-99,-99,78,46,-99,-99,59,-99,-99,52,-99,-99,71,68
15/03/2018,22,-99,47,61,55,55,-99,26,65,63,-99,51,26,-99,-99,-99,87,39,-99,-99,81,-99,-99,77,-99,-99,84,112
15/03/2018,23,-99,40,54,71,120,-99,31,56,58,-99,62,21,-99,-99,-99,104,34,-99,-99,92,-99,-99,-99,-99,-99,71,148
15/03/2018,24,-99,35,33,74,94,-99,24,47,53,-99,76,17,-99,-99,-99,119,40,-99,-99,89,-99,-99,74,-99,-99,84,142
16/03/2018,1,-99,34,43,67,76,-99,18,48,15,-99,74,18,-99,-99,-99,105,36,-99,-99,86,-99,-99,55,-99,-99,87,89
16/03/2018,2,-99,28,29,49,87,-99,18,43,11,-99,73,16,-99,-99,-99,84,40,-99,-99,92,-99,-99,50,-99,-99,103,102
16/03/2018,3,-99,33,19,50,84,-99,21,32,18,-99,76,15,-99,-99,-99,64,32,-99,-99,93,-99,-99,48,-99,-99,86,111
16/03/2018,4,-99,33,20,40,85,-99,16,31,20,-99,72,17,-99,-99,-99,62,30,-99,-99,74,-99,-99,51,-99,-99,67,77
16/03/2018,5,-99,49,26,33,89,-99,22,36,16,-99,57,16,-99,-99,-99,82,33,-99,-99,60,-99,-99,42,-99,-99,80,95
16/03/2018,6,-99,51,40,36,126,-99,20,40,28,-99,59,17,-99,-99,-99,91,53,-99,-99,66,-99,-99,57,-99,-99,97,122
16/03/2018,7,-99,36,63,53,160,-99,34,80,73,-99,60,16,-99,-99,-99,116,58,-99,-99,76,-99,-99,62,-99,-99,92,172
16/03/2018,8,-99,46,89,62,107,-99,34,141,74,-99,63,19,-99,-99,-99,152,55,-99,-99,118,-99,-99,114,-99,-99,113,263
16/03/2018,9,-99,54,50,68,117,-99,27,79,91,-99,107,-99,-99,-99,-99,121,63,-99,-99,117,-99,-99,151,-99,-99,137,174
16/03/2018,10,-99,60,-99,69,103,-99,51,91,76,-99,96,-99,-99,-99,-99,138,87,-99,-99,96,-99,-99,118,-99,-99,119,156
16/03/2018,11,-99,53,51,82,97,-99,58,50,66,-99,90,-99,-99,-99,-99,123,84,-99,-99,76,-99,-99,88,-99,-99,84,105
16/03/2018,12,-99,50,31,53,58,-99,57,30,39,-99,29,-99,-99,-99,-99,54,54,-99,-99,42,-99,-99,56,-99,-99,61,50
16/03/2018,13,-99,56,52,40,48,-99,46,32,25,-99,42,-99,-99,-99,-99,-99,42,-99,-99,28,-99,-99,49,-99,-99,83,35
16/03/2018,14,-99,44,44,43,41,-99,43,38,33,-99,44,-99,-99,-99,-99,-99,35,-99,-99,35,-99,-99,41,-99,-99,37,42
16/03/2018,15,-99,43,29,42,41,-99,51,38,34,-99,34,-99,-99,-99,-99,-99,33,-99,-99,38,-99,-99,38,-99,-99,28,48
16/03/2018,16,-99,36,38,41,43,-99,34,34,42,-99,28,-99,-99,-99,-99,-99,38,-99,-99,60,-99,-99,51,-99,-99,27,59
16/03/2018,17,-99,41,46,51,41,-99,40,19,37,-99,50,-99,-99,-99,-99,-99,47,-99,-99,83,-99,-99,52,-99,-99,42,87
16/03/2018,18,-99,38,31,48,56,-99,43,46,39,-99,60,29,-99,-99,-99,-99,40,-99,-99,73,-99,-99,48,-99,-99,108,100
16/03/2018,19,-99,29,47,43,39,-99,21,63,18,-99,59,30,-99,-99,-99,-99,30,-99,-99,56,-99,-99,66,-99,-99,56,95
16/03/2018,20,-99,32,56,30,43,-99,22,39,27,-99,37,29,-99,-99,-99,-99,26,-99,-99,46,-99,-99,66,-99,-99,51,56
16/03/2018,21,-99,27,41,33,27,-99,24,69,33,-99,30,25,-99,-99,-99,-99,27,-99,-99,46,-99,-99,48,-99,-99,56,64
16/03/2018,22,-99,25,33,37,28,-99,25,76,36,-99,31,24,-99,-99,-99,-99,28,-99,-99,39,-99,-99,32,-99,-99,50,63
16/03/2018,23,-99,29,19,40,25,-99,24,129,45,-99,37,23,-99,-99,-99,-99,26,-99,-99,79,-99,-99,29,-99,-99,51,68
16/03/2018,24,-99,24,14,46,26,-99,26,112,45,-99,34,16,-99,-99,-99,-99,20,-99,-99,73,-99,-99,34,-99,-99,113,54
17/03/2018,1,-99,24,17,35,40,-99,15,68,36,-99,28,12,49,-99,-99,-99,13,-99,-99,105,-99,-99,38,-99,-99,104,75
17/03/2018,2,-99,22,20,28,58,-99,20,62,19,-99,28,12,49,-99,-99,-99,21,-99,-99,77,-99,-99,38,-99,-99,75,96
17/03/2018,3,-99,24,21,28,85,-99,15,56,24,-99,36,15,56,-99,-99,-99,26,-99,-99,56,-99,-99,44,-99,-99,94,80
17/03/2018,4,-99,34,22,40,90,-99,17,52,15,-99,55,14,47,-99,-99,-99,36,-99,-99,61,-99,-99,42,-99,-99,61,90
17/03/2018,5,-99,24,17,41,62,-99,16,62,22,-99,58,11,69,-99,-99,-99,40,-99,-99,77,-99,-99,40,-99,-99,51,88
17/03/2018,6,-99,33,28,37,59,-99,16,57,30,-99,49,9,77,-99,-99,-99,49,-99,-99,92,-99,-99,46,-99,-99,59,124
17/03/2018,7,-99,33,47,36,78,-99,19,83,38,-99,40,5,59,-99,-99,-99,52,-99,-99,111,-99,-99,47,-99,-99,89,156
17/03/2018,8,-99,27,54,46,73,-99,20,152,57,-99,49,8,59,-99,-99,-99,74,-99,-99,125,-99,-99,92,-99,-99,111,174
17/03/2018,9,-99,29,64,55,88,-99,23,151,67,-99,63,12,79,-99,-99,-99,49,-99,-99,116,-99,-99,111,-99,-99,134,132
17/03/2018,10,-99,49,66,61,68,-99,32,63,43,-99,81,15,81,-99,-99,-99,56,-99,-99,73,-99,-99,98,-99,-99,109,151
17/03/2018,11,-99,65,61,58,65,-99,23,57,49,-99,85,18,79,-99,-99,-99,42,-99,-99,48,-99,-99,51,-99,-99,49,87
17/03/2018,12,-99,55,45,65,63,-99,37,34,59,-99,52,20,81,-99,-99,-99,64,-99,-99,46,-99,-99,62,-99,-99,38,74
17/03/2018,13,-99,70,44,42,43,-99,38,31,48,-99,46,29,56,-99,-99,-99,54,-99,-99,45,-99,-99,64,-99,-99,44,51
17/03/2018,14,-99,70,44,51,36,-99,60,35,41,-99,46,28,41,-99,-99,-99,50,-99,-99,38,-99,-99,50,-99,-99,35,52
17/03/2018,15,-99,59,45,48,49,-99,52,82,48,-99,43,28,48,-99,-99,-99,59,-99,-99,46,-99,-99,53,-99,-99,44,59
17/03/2018,16,-99,53,52,50,52,-99,39,48,50,-99,56,31,51,-99,-99,-99,46,-99,-99,47,-99,-99,48,-99,-99,42,62
17/03/2018,17,-99,40,49,39,39,-99,29,49,34,-99,35,32,45,-99,-99,-99,45,-99,-99,59,-99,-99,58,-99,-99,57,64
17/03/2018,18,-99,37,43,39,38,-99,39,61,34,-99,28,28,41,-99,-99,-99,36,-99,-99,41,-99,-99,50,-99,-99,65,64
17/03/2018,19,-99,41,40,38,30,-99,45,69,49,-99,33,25,47,-99,-99,-99,30,-99,-99,50,-99,-99,47,-99,-99,46,55
17/03/2018,20,-99,37,39,30,28,-99,40,59,31,-99,18,22,43,-99,-99,-99,29,-99,-99,54,-99,-99,40,-99,-99,53,50
17/03/2018,21,-99,26,30,22,23,-99,27,44,37,-99,18,22,51,-99,-99,-99,29,-99,-99,34,-99,-99,44,-99,-99,34,50
17/03/2018,22,-99,20,30,30,31,-99,31,56,48,-99,25,18,49,-99,-99,-99,28,-99,-99,56,-99,-99,35,-99,-99,44,55
17/03/2018,23,-99,16,27,29,26,-99,25,37,42,-99,31,20,48,-99,-99,-99,28,-99,-99,72,-99,-99,47,-99,-99,49,50
17/03/2018,24,-99,17,30,29,36,-99,22,74,35,-99,27,24,33,-99,-99,-99,23,-99,-99,67,-99,-99,43,-99,-99,76,51
18/03/2018,1,-99,23,31,27,32,-99,12,60,37,-99,26,15,35,-99,-99,-99,22,-99,-99,72,-99,-99,49,-99,-99,64,119
18/03/2018,2,-99,18,26,25,38,-99,14,64,41,-99,25,11,38,-99,-99,-99,19,-99,-99,72,-99,-99,41,-99,-99,43,110
18/03/2018,3,-99,20,18,36,33,-99,15,48,38,-99,34,13,51,-99,-99,-99,19,-99,-99,73,-99,-99,51,-99,-99,49,100
18/03/2018,4,-99,26,24,50,56,-99,15,25,18,-99,46,16,51,-99,-99,-99,19,-99,-99,86,-99,-99,21,-99,-99,47,79
18/03/2018,5,-99,25,23,43,66,-99,20,31,32,-99,44,13,54,-99,-99,-99,19,-99,-99,84,-99,-99,43,-99,-99,47,63
18/03/2018,6,-99,22,23,43,62,-99,21,47,30,-99,38,9,50,-99,-99,-99,22,-99,-99,76,-99,-99,43,-99,-99,86,72
18/03/2018,7,-99,26,28,42,66,-99,6,58,35,-99,46,10,53,-99,-99,-99,27,-99,-99,53,-99,-99,42,-99,-99,68,79
18/03/2018,8,-99,30,54,52,67,-99,15,90,61,-99,41,9,58,-99,-99,-99,25,-99,-99,79,-99,-99,60,-99,-99,93,123
18/03/2018,9,-99,28,53,50,80,-99,2,95,59,-99,60,10,49,-99,-99,-99,25,-99,-99,87,-99,-99,70,-99,-99,116,150
18/03/2018,10,-99,35,46,47,76,-99,15,92,52,-99,67,6,60,-99,-99,-99,57,-99,-99,82,-99,-99,57,-99,-99,85,112
18/03/2018,11,-99,33,36,43,50,-99,17,30,26,-99,34,6,61,-99,-99,-99,37,-99,-99,62,-99,-99,68,-99,-99,62,102
18/03/2018,12,-99,36,28,30,16,-99,7,22,23,-99,35,12,31,-99,-99,-99,28,-99,-99,47,-99,-99,43,-99,-99,30,75
18/03/2018,13,-99,44,18,30,28,-99,19,23,16,-99,41,20,41,-99,-99,-99,29,-99,-99,39,-99,-99,26,-99,-99,38,55
18/03/2018,14,-99,52,28,48,47,-99,25,16,36,-99,44,24,52,-99,-99,-99,52,-99,-99,41,-99,-99,41,-99,-99,32,50
18/03/2018,15,-99,36,38,47,52,-99,43,28,43,-99,56,39,50,-99,-99,-99,47,-99,-99,32,-99,-99,41,-99,-99,24,46
18/03/2018,16,-99,63,3,37,47,-99,33,24,-99,-99,33,45,45,-99,-99,-99,40,-99,-99,35,-99,-99,39,-99,-99,33,51
18/03/2018,17,-99,61,21,42,26,-99,39,3,-99,-99,27,40,46,-99,-99,-99,20,-99,-99,44,-99,-99,20,-99,-99,27,50
18/03/2018,18,-99,69,34,52,21,-99,43,28,36,-99,34,33,60,-99,-99,-99,24,-99,-99,51,-99,-99,33,-99,-99,18,48
18/03/2018,19,-99,43,38,50,68,-99,45,43,43,-99,55,28,59,-99,-99,-99,33,-99,-99,63,-99,-99,42,-99,-99,79,63
18/03/2018,20,-99,51,27,43,48,-99,34,48,28,-99,41,34,53,-99,-99,-99,34,-99,-99,81,-99,-99,41,-99,-99,85,52
18/03/2018,21,-99,39,38,40,157,-99,35,70,46,-99,41,31,41,-99,-99,-99,34,-99,-99,54,-99,-99,-99,-99,-99,56,69
18/03/2018,22,-99,33,47,45,54,-99,29,48,22,-99,37,38,37,-99,-99,-99,28,-99,-99,63,-99,-99,46,-99,-99,69,51
18/03/2018,23,-99,35,44,38,40,-99,21,47,36,-99,47,25,52,-99,-99,-99,28,-99,-99,59,-99,-99,36,-99,-99,61,37
18/03/2018,24,-99,35,25,43,45,-99,17,50,47,-99,54,22,65,-99,-99,-99,29,-99,-99,46,-99,-99,21,-99,-99,67,34
19/03/2018,1,-99,37,22,32,42,-99,29,43,38,-99,45,20,62,-99,-99,-99,29,-99,-99,47,-99,-99,35,-99,-99,47,67
19/03/2018,2,-99,33,19,36,41,-99,15,32,31,-99,29,17,60,-99,-99,-99,15,-99,-99,50,-99,-99,41,-99,-99,42,37
19/03/2018,3,-99,29,20,34,28,-99,11,48,3,-99,42,16,61,-99,-99,-99,19,-99,-99,66,-99,-99,11,-99,-99,41,64
19/03/2018,4,-99,25,21,51,21,-99,18,32,30,-99,49,11,57,-99,-99,-99,27,-99,-99,47,-99,-99,34,-99,-99,39,69
19/03/2018,5,-99,17,23,52,27,-99,21,30,21,-99,46,11,69,-99,-99,-99,25,-99,-99,65,-99,-99,22,-99,-99,39,54
19/03/2018,6,-99,16,32,40,25,-99,16,40,21,-99,37,9,59,-99,-99,-99,27,-99,-99,64,-99,-99,29,-99,-99,78,72
19/03/2018,7,-99,16,41,42,41,-99,19,49,32,-99,45,10,58,-99,-99,-99,41,-99,-99,68,-99,-99,26,-99,-99,97,115
19/03/2018,8,-99,25,36,50,51,-99,28,70,46,-99,41,13,51,-99,-99,-99,34,-99,-99,80,-99,-99,43,-99,-99,122,143
19/03/2018,9,-99,31,50,55,59,-99,25,61,54,-99,55,22,53,-99,-99,-99,52,-99,-99,78,-99,-99,62,-99,-99,99,126
19/03/2018,10,-99,47,42,49,64,-99,26,60,58,-99,55,21,60,-99,-99,-99,62,-99,-99,74,-99,-99,41,-99,-99,106,103
19/03/2018,11,-99,32,37,38,50,-99,13,48,26,-99,37,18,68,-99,-99,-99,39,-99,-99,47,-99,-99,33,-99,-99,51,65
19/03/2018,12,-99,27,26,33,42,-99,17,2,22,-99,34,20,46,-99,-99,-99,27,-99,-99,28,-99,-99,40,-99,-99,17,53
19/03/2018,13,-99,-99,19,24,30,-99,20,24,-99,-99,33,21,31,-99,-99,-99,27,-99,-99,28,-99,-99,29,-99,-99,-99,46
19/03/2018,14,-99,22,23,20,22,-99,30,20,12,-99,18,22,20,-99,-99,-99,18,-99,-99,24,-99,-99,26,-99,-99,-99,41
19/03/2018,15,-99,36,31,23,29,-99,31,17,24,-99,16,21,15,-99,-99,-99,23,-99,-99,24,-99,-99,28,-99,-99,-99,57
19/03/2018,16,-99,38,30,31,36,-99,27,15,30,-99,17,25,25,-99,-99,-99,26,-99,-99,30,-99,-99,38,-99,-99,20,47
19/03/2018,17,-99,46,32,31,39,-99,27,28,27,-99,35,41,26,-99,-99,-99,22,-99,-99,32,-99,-99,44,-99,-99,22,21
19/03/2018,18,-99,69,33,46,41,-99,20,50,30,-99,30,51,41,-99,-99,-99,26,-99,-99,34,-99,-99,40,-99,-99,30,34
19/03/2018,19,-99,74,50,65,50,-99,36,54,30,-99,53,41,74,-99,-99,-99,57,-99,-99,54,-99,-99,61,-99,-99,98,85
19/03/2018,20,-99,54,62,69,50,-99,48,86,91,-99,61,35,83,-99,-99,-99,41,-99,-99,61,-99,-99,47,-99,-99,117,68
19/03/2018,21,-99,73,49,48,51,-99,42,134,38,-99,41,35,85,-99,-99,-99,37,-99,-99,94,-99,-99,44,-99,-99,110,98
19/03/2018,22,-99,45,64,48,62,-99,29,126,35,-99,35,36,75,-99,-99,-99,31,-99,-99,67,-99,-99,90,-99,-99,91,84
19/03/2018,23,-99,32,30,38,45,-99,21,172,19,-99,47,24,57,-99,-99,-99,29,-99,-99,56,-99,-99,45,-99,-99,97,74
19/03/2018,24,-99,26,22,35,36,-99,21,77,23,-99,36,19,48,-99,-99,-99,22,-99,-99,57,-99,-99,43,-99,-99,55,54
20/03/2018,1,-99,22,24,24,36,-99,23,59,28,-99,29,15,44,-99,-99,-99,22,-99,-99,63,-99,-99,49,-99,-99,55,73
20/03/2018,2,-99,27,26,21,29,-99,12,49,26,-99,27,13,45,-99,-99,-99,21,-99,-99,94,-99,-99,34,-99,-99,34,85
20/03/2018,3,-99,22,23,27,35,-99,9,35,28,-99,22,11,31,-99,-99,-99,23,-99,-99,85,-99,-99,26,-99,-99,62,124
20/03/2018,4,-99,20,22,53,36,-99,13,38,22,-99,31,12,58,-99,-99,-99,23,-99,-99,58,-99,-99,32,-99,-99,34,96
20/03/2018,5,-99,23,18,68,33,-99,12,41,27,-99,79,11,75,-99,-99,-99,47,-99,-99,68,-99,-99,26,-99,-99,60,109
20/03/2018,6,-99,27,30,58,53,-99,14,54,32,-99,67,14,94,-99,-99,-99,37,-99,-99,83,-99,-99,35,-99,-99,78,112
20/03/2018,7,-99,29,50,73,68,-99,32,78,71,-99,77,14,79,-99,-99,-99,42,-99,-99,80,-99,-99,53,-99,-99,84,188
20/03/2018,8,-99,34,88,68,73,-99,35,139,98,-99,92,12,86,-99,-99,-99,63,-99,-99,135,-99,-99,63,-99,-99,137,244
20/03/2018,9,-99,45,78,54,68,-99,36,149,93,-99,86,19,71,-99,-99,-99,70,-99,-99,151,-99,-99,60,-99,-99,162,234
20/03/2018,10,-99,53,97,57,60,-99,21,91,71,-99,72,22,71,-99,-99,-99,65,-99,-99,159,-99,-99,64,-99,-99,114,223
20/03/2018,11,-99,54,57,61,67,-99,33,64,37,-99,50,23,61,-99,-99,-99,56,-99,-99,86,-99,-99,75,-99,-99,109,173
20/03/2018,12,-99,42,42,52,49,-99,30,39,30,-99,59,34,66,-99,-99,-99,36,-99,-99,53,-99,-99,47,-99,-99,51,114
20/03/2018,13,-99,44,41,47,62,-99,32,63,32,-99,61,-99,53,-99,-99,-99,49,-99,-99,40,-99,-99,45,-99,-99,23,65
20/03/2018,14,-99,55,38,53,60,-99,39,35,42,-99,50,-99,51,-99,-99,-99,53,-99,-99,36,-99,-99,46,-99,-99,38,62
20/03/2018,15,-99,55,44,68,62,-99,48,40,38,-99,54,-99,44,-99,-99,-99,47,-99,-99,46,-99,-99,56,-99,-99,34,71
