Year,Month,Day,station,PromDiario,Max,Min,indice,Zona
2020,6,17,ATI,37.0,82.0,14.0,46.25,NO
2020,6,18,ATI,33.0,72.0,13.0,41.25,NO
2020,6,19,ATI,31.0,90.0,11.0,38.75,NO
2020,6,20,ATI,32.0,66.0,15.0,40.0,NO
2020,6,21,ATI,35.0,62.0,21.0,43.75,NO
2020,6,22,ATI,22.0,44.0,6.0,27.5,NO
2020,6,23,ATI,23.0,54.0,3.0,28.75,NO
2020,6,24,ATI,19.0,40.0,1.0,23.75,NO
2020,6,25,ATI,15.0,39.0,3.0,18.75,NO
2020,6,26,ATI,24.0,81.0,6.0,30.0,NO
2020,6,27,ATI,36.0,142.0,7.0,45.0,NO
2020,6,28,ATI,49.0,94.0,26.0,62.529,NO
2020,6,29,ATI,34.0,70.0,15.0,42.5,NO
2020,6,30,ATI,35.0,80.0,8.0,43.75,NO
2020,7,1,ATI,42.0,72.0,26.0,52.441,NO
2020,7,2,ATI,40.0,92.0,5.0,50.0,NO
2020,7,3,ATI,59.0,116.0,20.0,76.941,NO
2020,7,5,ATI,25.0,65.0,2.0,31.25,NO
2020,7,7,ATI,24.0,68.0,3.0,30.0,NO
2020,7,8,ATI,23.0,37.0,6.0,28.75,NO
2020,7,9,ATI,15.0,36.0,3.0,18.75,NO
2020,7,10,ATI,33.0,66.0,6.0,41.25,NO
2020,7,11,ATI,36.0,71.0,15.0,45.0,NO
2020,7,13,ATI,26.0,66.0,1.0,32.5,NO
2020,7,14,ATI,32.0,175.0,5.0,40.0,NO
2020,7,15,ATI,35.0,82.0,15.0,43.75,NO
2020,7,16,ATI,41.0,107.0,7.0,51.0,NO
2020,7,17,ATI,52.0,235.0,21.0,66.853,NO
2020,7,18,ATI,41.0,85.0,8.0,51.0,NO
2020,7,19,ATI,34.0,126.0,2.0,42.5,NO
2020,7,20,ATI,28.0,86.0,3.0,35.0,NO
2020,7,21,ATI,30.0,86.0,1.0,37.5,NO
2020,7,22,ATI,38.0,86.0,6.0,47.5,NO
2020,7,23,ATI,38.0,101.0,6.0,47.5,NO
2020,7,24,ATI,34.0,60.0,7.0,42.5,NO
2020,7,25,ATI,29.0,54.0,15.0,36.25,NO
2020,7,26,ATI,15.0,26.0,7.0,18.75,NO
2020,7,27,ATI,24.0,67.0,1.0,30.0,NO
2020,7,28,ATI,18.0,47.0,2.0,22.5,NO
2020,7,29,ATI,24.0,49.0,5.0,30.0,NO
2020,7,30,ATI,24.0,44.0,7.0,30.0,NO
2020,7,31,ATI,23.0,74.0,1.0,28.75,NO
2020,8,1,ATI,59.0,98.0,25.0,76.941,NO
2020,8,2,ATI,39.0,70.0,12.0,48.75,NO
2020,8,3,ATI,37.0,79.0,10.0,46.25,NO
2020,8,4,ATI,47.0,86.0,7.0,59.647,NO
2020,8,5,ATI,32.0,57.0,2.0,40.0,NO
2020,8,8,ATI,16.0,44.0,3.0,20.0,NO
2020,8,9,ATI,32.0,90.0,3.0,40.0,NO
2020,8,10,ATI,33.0,88.0,3.0,41.25,NO
2020,8,11,ATI,30.0,46.0,16.0,37.5,NO
2020,8,12,ATI,37.0,103.0,13.0,46.25,NO
2020,8,13,ATI,26.0,59.0,7.0,32.5,NO
2020,8,14,ATI,27.0,46.0,9.0,33.75,NO
2020,8,15,ATI,19.0,65.0,6.0,23.75,NO
2020,8,16,ATI,17.0,52.0,1.0,21.25,NO
2020,8,17,ATI,21.0,77.0,4.0,26.25,NO
2020,8,18,ATI,23.0,51.0,1.0,28.75,NO
2020,8,19,ATI,33.0,58.0,15.0,41.25,NO
2020,8,20,ATI,28.0,56.0,9.0,35.0,NO
2020,8,21,ATI,26.0,52.0,10.0,32.5,NO
2020,8,22,ATI,26.0,45.0,14.0,32.5,NO
2020,8,23,ATI,21.0,34.0,8.0,26.25,NO
2020,8,24,ATI,23.0,44.0,8.0,28.75,NO
2020,8,25,ATI,12.0,27.0,3.0,15.0,NO
2020,8,26,ATI,16.0,46.0,2.0,20.0,NO
2020,8,27,ATI,15.0,38.0,4.0,18.75,NO
2020,8,28,ATI,20.0,46.0,4.0,25.0,NO
2020,8,29,ATI,35.0,78.0,9.0,43.75,NO
2020,8,30,ATI,14.0,28.0,1.0,17.5,NO
2020,8,31,ATI,20.0,77.0,6.0,25.0,NO
2020,9,1,ATI,61.0,109.0,25.0,79.824,NO
2020,9,2,ATI,28.0,76.0,16.0,35.0,NO
2020,9,3,ATI,54.0,116.0,7.0,69.735,NO
2020,9,4,ATI,43.0,74.0,20.0,53.882,NO
2020,9,5,ATI,32.0,91.0,8.0,40.0,NO
2020,9,7,ATI,24.0,63.0,3.0,30.0,NO
2020,9,8,ATI,14.0,41.0,2.0,17.5,NO
2020,9,9,ATI,26.0,53.0,6.0,32.5,NO
2020,9,10,ATI,30.0,83.0,3.0,37.5,NO
2020,9,11,ATI,29.0,53.0,6.0,36.25,NO
2020,9,12,ATI,28.0,54.0,4.0,35.0,NO
2020,9,13,ATI,16.0,32.0,5.0,20.0,NO
2020,9,14,ATI,23.0,41.0,11.0,28.75,NO
2020,9,15,ATI,21.0,47.0,3.0,26.25,NO
2020,9,16,ATI,17.0,40.0,2.0,21.25,NO
2020,9,17,ATI,21.0,39.0,5.0,26.25,NO
2020,9,18,ATI,13.0,34.0,1.0,16.25,NO
2020,9,19,ATI,18.0,28.0,4.0,22.5,NO
2020,9,20,ATI,25.0,48.0,3.0,31.25,NO
2020,9,21,ATI,35.0,67.0,15.0,43.75,NO
2020,9,22,ATI,31.0,58.0,11.0,38.75,NO
2020,9,23,ATI,30.0,62.0,10.0,37.5,NO
2020,9,24,ATI,28.0,74.0,7.0,35.0,NO
2020,9,25,ATI,27.0,63.0,6.0,33.75,NO
2020,9,26,ATI,26.0,54.0,6.0,32.5,NO
2020,9,27,ATI,21.0,58.0,2.0,26.25,NO
2020,9,28,ATI,20.0,57.0,1.0,25.0,NO
2020,9,29,ATI,20.0,35.0,2.0,25.0,NO
2020,9,30,ATI,40.0,61.0,26.0,50.0,NO
2020,10,1,ATI,46.0,106.0,23.0,58.206,NO
2020,10,2,ATI,39.0,96.0,12.0,48.75,NO
2020,10,3,ATI,56.0,91.0,21.0,72.618,NO
2020,10,4,ATI,33.0,47.0,15.0,41.25,NO
2020,10,5,ATI,26.0,132.0,1.0,32.5,NO
2020,10,7,ATI,24.0,47.0,3.0,30.0,NO
2020,10,8,ATI,17.0,42.0,1.0,21.25,NO
2020,10,9,ATI,20.0,44.0,7.0,25.0,NO
2020,10,10,ATI,28.0,55.0,9.0,35.0,NO
2020,10,11,ATI,31.0,55.0,12.0,38.75,NO
2020,10,12,ATI,43.0,87.0,12.0,53.882,NO
2020,10,13,ATI,23.0,47.0,9.0,28.75,NO
2020,10,14,ATI,21.0,46.0,3.0,26.25,NO
2020,10,15,ATI,23.0,53.0,3.0,28.75,NO
2020,10,19,ATI,27.0,73.0,10.0,33.75,NO
2020,10,20,ATI,26.0,62.0,6.0,32.5,NO
2020,10,21,ATI,34.0,81.0,11.0,42.5,NO
2020,10,22,ATI,28.0,55.0,5.0,35.0,NO
2020,10,23,ATI,31.0,72.0,3.0,38.75,NO
2020,10,24,ATI,25.0,74.0,5.0,31.25,NO
2020,10,25,ATI,20.0,40.0,1.0,25.0,NO
2020,10,26,ATI,28.0,64.0,6.0,35.0,NO
2020,10,27,ATI,35.0,74.0,21.0,43.75,NO
2020,10,28,ATI,39.0,74.0,17.0,48.75,NO
2020,10,29,ATI,32.0,56.0,12.0,40.0,NO
2020,10,30,ATI,23.0,43.0,8.0,28.75,NO
2020,10,31,ATI,26.0,51.0,11.0,32.5,NO
2020,11,1,ATI,43.0,72.0,17.0,53.882,NO
2020,11,2,ATI,37.0,71.0,6.0,46.25,NO
2020,11,3,ATI,50.0,112.0,20.0,63.971,NO
2020,11,4,ATI,36.0,79.0,21.0,45.0,NO
2020,11,6,ATI,22.0,42.0,4.0,27.5,NO
2020,11,7,ATI,20.0,73.0,3.0,25.0,NO
2020,11,8,ATI,16.0,67.0,1.0,20.0,NO
2020,11,9,ATI,17.0,39.0,3.0,21.25,NO
2020,11,10,ATI,31.0,88.0,10.0,38.75,NO
2020,11,11,ATI,34.0,61.0,10.0,42.5,NO
2020,11,12,ATI,48.0,97.0,15.0,61.088,NO
2020,11,13,ATI,24.0,62.0,3.0,30.0,NO
2020,11,14,ATI,32.0,96.0,5.0,40.0,NO
2020,11,15,ATI,32.0,88.0,11.0,40.0,NO
2020,11,16,ATI,19.0,60.0,2.0,23.75,NO
2020,11,17,ATI,18.0,43.0,3.0,22.5,NO
2020,11,18,ATI,14.0,37.0,1.0,17.5,NO
2020,11,19,ATI,19.0,41.0,1.0,23.75,NO
2020,11,20,ATI,23.0,39.0,9.0,28.75,NO
2020,11,21,ATI,14.0,27.0,2.0,17.5,NO
2020,11,23,ATI,19.0,72.0,5.0,23.75,NO
2020,11,24,ATI,29.0,54.0,12.0,36.25,NO
2020,11,25,ATI,32.0,75.0,8.0,40.0,NO
2020,11,26,ATI,28.0,66.0,8.0,35.0,NO
2020,11,27,ATI,23.0,50.0,6.0,28.75,NO
2020,11,28,ATI,23.0,41.0,5.0,28.75,NO
2020,11,29,ATI,32.0,65.0,14.0,40.0,NO
2020,11,30,ATI,34.0,51.0,20.0,42.5,NO
2020,12,1,ATI,42.0,76.0,20.0,52.441,NO
2020,12,2,ATI,50.0,69.0,19.0,63.971,NO
2020,12,3,ATI,53.0,124.0,21.0,68.294,NO
2020,12,4,ATI,36.0,71.0,21.0,45.0,NO
2020,12,5,ATI,23.0,57.0,8.0,28.75,NO
2020,12,6,ATI,20.0,47.0,7.0,25.0,NO
2020,12,7,ATI,19.0,69.0,2.0,23.75,NO
2020,12,8,ATI,25.0,68.0,2.0,31.25,NO
2020,12,9,ATI,26.0,52.0,9.0,32.5,NO
2020,12,10,ATI,26.0,57.0,10.0,32.5,NO
2020,12,11,ATI,36.0,56.0,8.0,45.0,NO
2020,12,12,ATI,36.0,80.0,6.0,45.0,NO
2020,12,13,ATI,22.0,45.0,5.0,27.5,NO
2020,12,14,ATI,36.0,50.0,19.0,45.0,NO
2020,12,15,ATI,35.0,93.0,12.0,43.75,NO
2020,12,16,ATI,39.0,66.0,22.0,48.75,NO
2020,12,17,ATI,42.0,76.0,22.0,52.441,NO
2020,12,18,ATI,49.0,113.0,20.0,62.529,NO
2020,12,19,ATI,38.0,85.0,20.0,47.5,NO
2020,12,20,ATI,41.0,87.0,9.0,51.0,NO
2020,12,21,ATI,48.0,81.0,22.0,61.088,NO
2020,12,22,ATI,42.0,89.0,14.0,52.441,NO
2020,12,23,ATI,47.0,94.0,6.0,59.647,NO
2020,12,24,ATI,53.0,134.0,26.0,68.294,NO
2020,12,25,ATI,58.0,97.0,32.0,75.5,NO
2020,12,26,ATI,28.0,77.0,7.0,35.0,NO
2020,12,27,ATI,39.0,162.0,6.0,48.75,NO
2020,12,28,ATI,32.0,76.0,11.0,40.0,NO
2020,12,29,ATI,48.0,125.0,7.0,61.088,NO
2020,12,30,ATI,50.0,91.0,25.0,63.971,NO
2020,12,31,ATI,28.0,67.0,3.0,35.0,NO
2019,1,1,BJU,84.0,143.0,21.0,103.841,CE
2019,1,7,BJU,19.0,31.0,4.0,23.75,CE
2019,1,8,BJU,29.0,62.0,16.0,36.25,CE
2019,1,9,BJU,27.0,44.0,13.0,33.75,CE
2019,1,10,BJU,16.0,35.0,3.0,20.0,CE
2019,1,12,BJU,30.0,48.0,17.0,37.5,CE
2019,2,1,BJU,67.0,137.0,30.0,88.471,CE
2019,2,7,BJU,18.0,40.0,8.0,22.5,CE
2019,2,8,BJU,28.0,54.0,11.0,35.0,CE
2019,2,9,BJU,24.0,42.0,11.0,30.0,CE
2019,2,10,BJU,18.0,32.0,7.0,22.5,CE
2019,2,12,BJU,36.0,55.0,21.0,45.0,CE
2019,3,1,BJU,53.0,82.0,26.0,68.294,CE
2019,3,7,BJU,20.0,36.0,5.0,25.0,CE
2019,3,8,BJU,25.0,50.0,12.0,31.25,CE
2019,3,9,BJU,23.0,36.0,14.0,28.75,CE
2019,3,10,BJU,18.0,32.0,9.0,22.5,CE
2019,3,12,BJU,40.0,60.0,27.0,50.0,CE
2019,4,1,BJU,58.0,83.0,34.0,75.5,CE
2019,4,7,BJU,34.0,60.0,18.0,42.5,CE
2019,4,8,BJU,25.0,35.0,15.0,31.25,CE
2019,4,9,BJU,27.0,52.0,14.0,33.75,CE
2019,4,10,BJU,23.0,48.0,10.0,28.75,CE
2019,4,12,BJU,42.0,58.0,25.0,52.441,CE
2019,5,1,BJU,66.0,99.0,45.0,87.029,CE
2019,5,6,BJU,16.0,37.0,4.0,20.0,CE
2019,5,7,BJU,36.0,88.0,17.0,45.0,CE
2019,5,8,BJU,20.0,33.0,12.0,25.0,CE
2019,5,9,BJU,32.0,62.0,18.0,40.0,CE
2019,5,10,BJU,22.0,46.0,11.0,27.5,CE
2019,5,12,BJU,49.0,76.0,21.0,62.529,CE
2019,6,1,BJU,49.0,75.0,34.0,62.529,CE
2019,6,6,BJU,21.0,40.0,5.0,26.25,CE
2019,6,7,BJU,26.0,53.0,12.0,32.5,CE
2019,6,8,BJU,22.0,50.0,10.0,27.5,CE
2019,6,9,BJU,29.0,49.0,15.0,36.25,CE
2019,6,10,BJU,19.0,35.0,9.0,23.75,CE
2019,6,13,BJU,18.0,36.0,6.0,22.5,CE
2019,6,15,BJU,28.0,51.0,15.0,35.0,CE
2019,6,16,BJU,31.0,52.0,19.0,38.75,CE
2019,6,17,BJU,32.0,53.0,14.0,40.0,CE
2019,6,18,BJU,25.0,43.0,14.0,31.25,CE
2019,6,19,BJU,31.0,53.0,17.0,38.75,CE
2019,6,20,BJU,40.0,69.0,26.0,50.0,CE
2019,6,21,BJU,33.0,73.0,14.0,41.25,CE
2019,6,22,BJU,31.0,51.0,17.0,38.75,CE
2019,6,23,BJU,25.0,52.0,6.0,31.25,CE
2019,6,24,BJU,17.0,30.0,8.0,21.25,CE
2019,6,25,BJU,17.0,41.0,3.0,21.25,CE
2019,6,26,BJU,28.0,53.0,12.0,35.0,CE
2019,6,27,BJU,23.0,44.0,10.0,28.75,CE
2019,6,28,BJU,20.0,36.0,10.0,25.0,CE
2019,6,29,BJU,16.0,35.0,7.0,20.0,CE
2019,6,30,BJU,22.0,47.0,6.0,27.5,CE
2019,7,1,BJU,56.0,84.0,41.0,72.618,CE
2019,7,6,BJU,25.0,48.0,8.0,31.25,CE
2019,7,7,BJU,27.0,50.0,13.0,33.75,CE
2019,7,8,BJU,16.0,37.0,3.0,20.0,CE
2019,7,9,BJU,32.0,60.0,17.0,40.0,CE
2019,7,10,BJU,18.0,31.0,6.0,22.5,CE
2019,7,13,BJU,23.0,34.0,8.0,28.75,CE
2019,7,15,BJU,24.0,66.0,9.0,30.0,CE
2019,7,16,BJU,25.0,54.0,9.0,31.25,CE
2019,7,17,BJU,24.0,66.0,8.0,30.0,CE
2019,7,27,BJU,16.0,29.0,6.0,20.0,CE
2019,7,28,BJU,17.0,28.0,7.0,21.25,CE
2019,7,29,BJU,22.0,44.0,9.0,27.5,CE
2019,7,30,BJU,32.0,49.0,14.0,40.0,CE
2019,7,31,BJU,36.0,61.0,21.0,45.0,CE
2019,8,1,BJU,53.0,89.0,16.0,68.294,CE
2019,8,6,BJU,27.0,62.0,12.0,33.75,CE
2019,8,7,BJU,35.0,59.0,18.0,43.75,CE
2019,8,8,BJU,19.0,31.0,5.0,23.75,CE
2019,8,9,BJU,23.0,38.0,12.0,28.75,CE
2019,8,10,BJU,14.0,23.0,5.0,17.5,CE
2019,8,12,BJU,49.0,69.0,30.0,62.529,CE
2019,8,13,BJU,21.0,54.0,6.0,26.25,CE
2019,8,14,BJU,21.0,44.0,6.0,26.25,CE
2019,8,15,BJU,21.0,40.0,7.0,26.25,CE
2019,8,16,BJU,25.0,46.0,13.0,31.25,CE
2019,8,17,BJU,27.0,49.0,15.0,33.75,CE
2019,8,18,BJU,30.0,56.0,16.0,37.5,CE
2019,8,19,BJU,19.0,36.0,7.0,23.75,CE
2019,8,20,BJU,20.0,35.0,8.0,25.0,CE
2019,8,21,BJU,22.0,48.0,5.0,27.5,CE
2019,8,22,BJU,27.0,45.0,16.0,33.75,CE
2019,8,23,BJU,35.0,54.0,14.0,43.75,CE
2019,8,24,BJU,29.0,46.0,11.0,36.25,CE
2019,8,25,BJU,25.0,46.0,14.0,31.25,CE
2019,8,26,BJU,30.0,54.0,12.0,37.5,CE
2019,8,27,BJU,28.0,46.0,14.0,35.0,CE
2019,8,28,BJU,31.0,63.0,19.0,38.75,CE
2019,8,29,BJU,31.0,60.0,15.0,38.75,CE
2019,8,30,BJU,26.0,35.0,15.0,32.5,CE
2019,8,31,BJU,27.0,43.0,18.0,33.75,CE
2019,9,1,BJU,54.0,90.0,23.0,69.735,CE
2019,9,6,BJU,23.0,35.0,11.0,28.75,CE
2019,9,7,BJU,36.0,98.0,10.0,45.0,CE
2019,9,8,BJU,34.0,65.0,18.0,42.5,CE
2019,9,9,BJU,27.0,66.0,11.0,33.75,CE
2019,9,10,BJU,15.0,31.0,5.0,18.75,CE
2019,9,12,BJU,46.0,63.0,30.0,58.206,CE
2019,9,13,BJU,16.0,28.0,8.0,20.0,CE
2019,9,14,BJU,14.0,28.0,7.0,17.5,CE
2019,9,15,BJU,16.0,28.0,9.0,20.0,CE
2019,9,16,BJU,25.0,44.0,7.0,31.25,CE
2019,9,17,BJU,26.0,60.0,9.0,32.5,CE
2019,9,18,BJU,10.0,20.0,4.0,12.5,CE
2019,9,19,BJU,23.0,47.0,5.0,28.75,CE
2019,9,20,BJU,32.0,67.0,12.0,40.0,CE
2019,9,21,BJU,23.0,37.0,12.0,28.75,CE
2019,9,22,BJU,23.0,40.0,10.0,28.75,CE
2019,9,23,BJU,30.0,66.0,14.0,37.5,CE
2019,9,24,BJU,32.0,59.0,13.0,40.0,CE
2019,9,25,BJU,37.0,63.0,15.0,46.25,CE
2019,9,26,BJU,33.0,59.0,15.0,41.25,CE
2019,9,27,BJU,25.0,48.0,14.0,31.25,CE
2019,9,28,BJU,24.0,42.0,10.0,30.0,CE
2019,9,29,BJU,8.0,14.0,2.0,10.0,CE
2019,9,30,BJU,9.0,20.0,2.0,11.25,CE
2019,10,6,BJU,27.0,42.0,18.0,33.75,CE
2019,10,7,BJU,28.0,49.0,12.0,35.0,CE
2019,10,8,BJU,17.0,33.0,9.0,21.25,CE
2019,10,9,BJU,22.0,46.0,10.0,27.5,CE
2019,10,10,BJU,26.0,53.0,10.0,32.5,CE
2019,10,12,BJU,45.0,84.0,27.0,56.765,CE
2019,11,6,BJU,17.0,27.0,7.0,21.25,CE
2019,11,7,BJU,29.0,38.0,19.0,36.25,CE
2019,11,8,BJU,18.0,37.0,5.0,22.5,CE
2019,11,9,BJU,22.0,45.0,9.0,27.5,CE
2019,11,12,BJU,52.0,97.0,23.0,66.853,CE
2019,11,30,BJU,41.0,58.0,31.0,51.0,CE
2019,12,6,BJU,30.0,54.0,14.0,37.5,CE
2019,12,7,BJU,28.0,63.0,18.0,35.0,CE
2019,12,8,BJU,13.0,25.0,5.0,16.25,CE
2019,12,9,BJU,20.0,44.0,5.0,25.0,CE
2019,12,12,BJU,45.0,77.0,23.0,56.765,CE
2019,12,13,BJU,38.0,69.0,20.0,47.5,CE
2019,12,14,BJU,43.0,66.0,22.0,53.882,CE
2019,12,17,BJU,49.0,87.0,23.0,62.529,CE
2019,12,18,BJU,68.0,128.0,33.0,89.912,CE
2019,12,19,BJU,68.0,119.0,40.0,89.912,CE
2019,12,20,BJU,73.0,114.0,45.0,97.118,CE
2019,12,21,BJU,59.0,113.0,26.0,76.941,CE
2019,12,22,BJU,43.0,55.0,33.0,53.882,CE
2019,12,23,BJU,54.0,89.0,26.0,69.735,CE
2019,12,24,BJU,35.0,77.0,11.0,43.75,CE
2019,12,25,BJU,53.0,108.0,19.0,68.294,CE
2019,12,26,BJU,45.0,63.0,22.0,56.765,CE
2019,12,27,BJU,58.0,90.0,44.0,75.5,CE
2019,12,28,BJU,33.0,49.0,17.0,41.25,CE
2019,12,29,BJU,28.0,37.0,16.0,35.0,CE
2019,12,30,BJU,23.0,49.0,11.0,28.75,CE
2019,12,31,BJU,28.0,59.0,15.0,35.0,CE
2020,1,1,BJU,48.0,103.0,10.0,61.088,CE
2020,1,2,BJU,68.0,123.0,31.0,89.912,CE
2020,1,3,BJU,44.0,64.0,21.0,55.324,CE
2020,1,4,BJU,45.0,62.0,29.0,56.765,CE
2020,1,7,BJU,20.0,36.0,11.0,25.0,CE
2020,1,8,BJU,24.0,49.0,13.0,30.0,CE
2020,1,10,BJU,34.0,56.0,16.0,42.5,CE
2020,1,11,BJU,35.0,114.0,11.0,43.75,CE
2020,1,12,BJU,39.0,63.0,26.0,48.75,CE
2020,1,13,BJU,45.0,87.0,26.0,56.765,CE
2020,1,14,BJU,43.0,76.0,22.0,53.882,CE
2020,1,15,BJU,40.0,65.0,26.0,50.0,CE
2020,1,16,BJU,46.0,79.0,24.0,58.206,CE
2020,1,17,BJU,32.0,61.0,18.0,40.0,CE
2020,1,18,BJU,38.0,85.0,13.0,47.5,CE
2020,1,19,BJU,19.0,28.0,10.0,23.75,CE
2020,1,20,BJU,27.0,40.0,11.0,33.75,CE
2020,1,21,BJU,43.0,66.0,16.0,53.882,CE
2020,1,22,BJU,50.0,68.0,28.0,63.971,CE
2020,1,23,BJU,44.0,76.0,26.0,55.324,CE
2020,1,24,BJU,40.0,67.0,19.0,50.0,CE
2020,1,25,BJU,45.0,80.0,26.0,56.765,CE
2020,1,26,BJU,36.0,49.0,25.0,45.0,CE
2020,1,27,BJU,39.0,62.0,27.0,48.75,CE
2020,1,28,BJU,32.0,57.0,14.0,40.0,CE
2020,1,29,BJU,40.0,79.0,16.0,50.0,CE
2020,1,30,BJU,36.0,64.0,22.0,45.0,CE
2020,1,31,BJU,38.0,60.0,22.0,47.5,CE
2020,2,1,BJU,18.0,38.0,6.0,22.5,CE
2020,2,2,BJU,50.0,79.0,31.0,63.971,CE
2020,2,3,BJU,39.0,56.0,26.0,48.75,CE
2020,2,4,BJU,41.0,74.0,10.0,51.0,CE
2020,2,7,BJU,34.0,54.0,18.0,42.5,CE
2020,2,8,BJU,24.0,39.0,9.0,30.0,CE
2020,2,9,BJU,26.0,56.0,11.0,32.5,CE
2020,2,10,BJU,22.0,45.0,13.0,27.5,CE
2020,2,11,BJU,19.0,51.0,8.0,23.75,CE
2020,2,12,BJU,26.0,37.0,10.0,32.5,CE
2020,2,13,BJU,70.0,106.0,41.0,92.794,CE
2020,2,16,BJU,57.0,80.0,37.0,74.059,CE
2020,2,17,BJU,52.0,80.0,25.0,66.853,CE
2020,2,18,BJU,56.0,77.0,39.0,72.618,CE
2020,2,29,BJU,42.0,67.0,23.0,52.441,CE
2020,3,1,BJU,29.0,75.0,8.0,36.25,CE
2020,3,2,BJU,46.0,104.0,25.0,58.206,CE
2020,3,3,BJU,30.0,51.0,19.0,37.5,CE
2020,3,4,BJU,32.0,56.0,12.0,40.0,CE
2020,3,7,BJU,28.0,44.0,11.0,35.0,CE
2020,3,8,BJU,24.0,45.0,5.0,30.0,CE
2020,3,9,BJU,24.0,43.0,15.0,30.0,CE
2020,3,10,BJU,22.0,39.0,6.0,27.5,CE
2020,3,11,BJU,23.0,65.0,4.0,28.75,CE
2020,3,12,BJU,26.0,50.0,17.0,32.5,CE
2020,3,13,BJU,43.0,61.0,22.0,53.882,CE
2020,3,14,BJU,39.0,116.0,18.0,48.75,CE
2020,3,15,BJU,34.0,65.0,17.0,42.5,CE
2020,3,16,BJU,31.0,63.0,13.0,38.75,CE
2020,3,17,BJU,34.0,54.0,16.0,42.5,CE
2020,3,18,BJU,42.0,73.0,19.0,52.441,CE
2020,3,19,BJU,38.0,57.0,19.0,47.5,CE
2020,3,20,BJU,40.0,66.0,17.0,50.0,CE
2020,3,21,BJU,36.0,52.0,24.0,45.0,CE
2020,3,22,BJU,32.0,59.0,16.0,40.0,CE
2020,3,23,BJU,36.0,52.0,19.0,45.0,CE
2020,3,24,BJU,40.0,79.0,18.0,50.0,CE
2020,3,25,BJU,40.0,69.0,12.0,50.0,CE
2020,3,26,BJU,48.0,72.0,27.0,61.088,CE
2020,3,27,BJU,39.0,80.0,18.0,48.75,CE
2020,3,28,BJU,49.0,125.0,20.0,62.529,CE
2020,3,29,BJU,53.0,136.0,33.0,68.294,CE
2020,3,30,BJU,53.0,73.0,38.0,68.294,CE
2020,3,31,BJU,49.0,92.0,28.0,62.529,CE
2020,4,1,BJU,49.0,92.0,20.0,62.529,CE
2020,4,2,BJU,36.0,60.0,23.0,45.0,CE
2020,4,3,BJU,29.0,49.0,4.0,36.25,CE
2020,4,4,BJU,28.0,43.0,5.0,35.0,CE
2020,4,7,BJU,23.0,42.0,8.0,28.75,CE
2020,4,8,BJU,31.0,53.0,11.0,38.75,CE
2020,4,9,BJU,14.0,24.0,6.0,17.5,CE
2020,4,10,BJU,23.0,34.0,14.0,28.75,CE
2020,4,11,BJU,38.0,59.0,17.0,47.5,CE
2020,4,12,BJU,26.0,47.0,15.0,32.5,CE
2020,4,13,BJU,41.0,60.0,21.0,51.0,CE
2020,4,14,BJU,48.0,77.0,26.0,61.088,CE
2020,4,15,BJU,54.0,74.0,16.0,69.735,CE
2020,4,16,BJU,51.0,78.0,31.0,65.412,CE
2020,4,17,BJU,51.0,70.0,29.0,65.412,CE
2020,4,18,BJU,48.0,68.0,33.0,61.088,CE
2020,4,19,BJU,55.0,68.0,31.0,71.176,CE
2020,4,20,BJU,50.0,133.0,28.0,63.971,CE
2020,4,21,BJU,55.0,98.0,17.0,71.176,CE
2020,4,22,BJU,32.0,47.0,18.0,40.0,CE
2020,4,23,BJU,31.0,51.0,17.0,38.75,CE
2020,4,24,BJU,38.0,56.0,19.0,47.5,CE
2020,4,25,BJU,38.0,69.0,18.0,47.5,CE
2020,4,26,BJU,25.0,35.0,13.0,31.25,CE
2020,4,27,BJU,23.0,40.0,11.0,28.75,CE
2020,4,28,BJU,28.0,53.0,12.0,35.0,CE
2020,4,29,BJU,32.0,67.0,20.0,40.0,CE
2020,4,30,BJU,27.0,61.0,11.0,33.75,CE
2020,5,1,BJU,37.0,72.0,20.0,46.25,CE
2020,5,3,BJU,49.0,94.0,32.0,62.529,CE
2020,5,4,BJU,28.0,43.0,13.0,35.0,CE
2020,5,6,BJU,23.0,48.0,17.0,28.75,CE
2020,5,7,BJU,19.0,38.0,9.0,23.75,CE
2020,5,9,BJU,13.0,28.0,3.0,16.25,CE
2020,5,10,BJU,34.0,60.0,19.0,42.5,CE
2020,5,11,BJU,43.0,81.0,23.0,53.882,CE
2020,5,12,BJU,25.0,44.0,12.0,31.25,CE
2020,5,13,BJU,31.0,53.0,22.0,38.75,CE
2020,5,14,BJU,40.0,55.0,26.0,50.0,CE
2020,5,15,BJU,39.0,52.0,19.0,48.75,CE
2020,5,16,BJU,28.0,56.0,13.0,35.0,CE
2020,5,17,BJU,30.0,56.0,13.0,37.5,CE
2020,5,18,BJU,35.0,57.0,16.0,43.75,CE
2020,5,19,BJU,31.0,47.0,18.0,38.75,CE
2020,5,20,BJU,54.0,76.0,39.0,69.735,CE
2020,5,21,BJU,64.0,85.0,51.0,84.147,CE
2020,5,22,BJU,47.0,59.0,24.0,59.647,CE
2020,5,23,BJU,38.0,52.0,28.0,47.5,CE
2020,5,24,BJU,35.0,49.0,23.0,43.75,CE
2020,5,25,BJU,33.0,49.0,18.0,41.25,CE
2020,5,26,BJU,47.0,75.0,25.0,59.647,CE
2020,5,27,BJU,60.0,91.0,36.0,78.382,CE
2020,5,28,BJU,48.0,97.0,18.0,61.088,CE
