FECHA,HORA,AJM,AJU,BJU,CAM,CCA,COY,CUA,CUT,FAC,GAM,HGM,INN,MER,MGH,MON,MPA,NEZ,PED,SAG,SFE,SJA,TLA,UAX,UIZ,XAL
16/06/2018,2,10,-99,16,23,15,-99,-99,-99,-99,6,18,-99,14,22,-99,-99,7,-99,2,18,-99,16,-99,-99,-99
16/06/2018,3,10,-99,12,19,14,-99,-99,-99,-99,5,23,-99,14,21,-99,-99,23,-99,9,16,-99,19,-99,-99,-99
16/06/2018,4,14,-99,19,22,11,-99,-99,-99,-99,6,22,-99,14,24,-99,-99,13,-99,10,17,-99,17,-99,-99,-99
16/06/2018,5,15,-99,23,17,7,-99,-99,-99,-99,7,27,-99,12,19,-99,-99,7,-99,10,15,-99,18,-99,-99,-99
16/06/2018,6,11,-99,22,22,15,-99,-99,-99,-99,11,21,-99,28,19,-99,-99,11,-99,13,13,-99,19,-99,-99,-99
16/06/2018,7,18,-99,19,19,13,-99,-99,-99,-99,11,23,-99,28,15,-99,-99,7,-99,16,14,-99,21,-99,-99,-99
16/06/2018,8,16,-99,25,24,13,-99,-99,-99,-99,17,27,-99,26,24,-99,-99,18,-99,21,19,-99,27,-99,-99,-99
16/06/2018,9,18,-99,23,33,21,-99,-99,-99,-99,23,29,-99,19,27,-99,-99,17,-99,21,22,-99,31,-99,-99,-99
16/06/2018,10,24,-99,43,22,20,-99,-99,-99,-99,16,35,-99,18,36,-99,-99,17,-99,26,18,-99,35,-99,-99,-99
16/06/2018,11,28,-99,32,22,26,-99,-99,-99,-99,16,31,-99,18,35,-99,-99,6,-99,4,27,-99,41,-99,-99,-99
16/06/2018,12,25,-99,27,30,17,-99,-99,-99,-99,18,34,-99,26,39,-99,-99,12,-99,31,32,-99,45,-99,-99,-99
16/06/2018,13,39,-99,34,35,19,-99,-99,-99,-99,21,32,-99,33,34,-99,-99,21,-99,24,39,-99,33,-99,-99,-99
16/06/2018,14,36,-99,37,22,20,-99,-99,-99,-99,16,29,-99,25,25,-99,-99,13,-99,22,32,-99,31,-99,-99,-99
16/06/2018,15,38,-99,22,12,22,-99,-99,-99,-99,13,29,-99,14,20,-99,-99,8,-99,17,40,-99,13,-99,-99,-99
16/06/2018,16,34,-99,20,10,9,-99,-99,-99,-99,12,3,-99,16,5,-99,-99,5,-99,10,20,-99,15,-99,-99,-99
16/06/2018,17,23,-99,15,7,9,-99,-99,-99,-99,11,5,-99,15,12,-99,-99,15,-99,9,17,-99,19,-99,-99,-99
16/06/2018,18,17,-99,9,16,13,-99,-99,-99,-99,11,19,-99,8,10,-99,-99,19,-99,7,24,-99,25,-99,-99,-99
16/06/2018,19,13,-99,18,5,14,-99,-99,-99,-99,9,11,-99,9,16,-99,-99,13,-99,16,15,-99,18,-99,-99,-99
16/06/2018,20,17,-99,12,12,13,-99,-99,-99,-99,6,15,-99,17,21,-99,-99,23,-99,5,17,-99,17,-99,-99,-99
16/06/2018,21,15,-99,19,17,20,-99,-99,-99,-99,15,17,-99,24,15,-99,-99,20,-99,19,19,-99,9,-99,-99,-99
16/06/2018,22,15,-99,19,10,16,-99,-99,-99,-99,20,12,-99,16,13,-99,-99,14,-99,19,15,-99,15,-99,-99,-99
16/06/2018,23,7,-99,-99,10,13,-99,-99,-99,-99,12,16,-99,7,11,-99,-99,-99,-99,10,9,-99,6,-99,-99,-99
16/06/2018,24,1,-99,-99,18,-99,-99,-99,-99,-99,10,13,-99,3,13,-99,-99,-99,-99,-99,7,-99,9,-99,-99,-99
17/06/2018,1,7,-99,-99,8,14,-99,-99,-99,-99,5,7,-99,2,14,-99,-99,-99,-99,7,6,-99,-99,-99,-99,-99
17/06/2018,2,11,-99,-99,-99,16,-99,-99,-99,-99,1,1,-99,-99,8,-99,-99,6,-99,8,6,-99,7,-99,-99,-99
17/06/2018,3,6,-99,-99,-99,11,-99,-99,-99,-99,2,7,-99,-99,8,-99,-99,2,-99,1,3,-99,3,-99,-99,-99
17/06/2018,4,4,-99,-99,-99,6,-99,-99,-99,-99,-99,-99,-99,-99,9,-99,-99,2,-99,-99,4,-99,3,-99,-99,-99
17/06/2018,5,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,4,-99,-99,-99,-99,2,-99,-99,3,-99,-99,-99
17/06/2018,6,3,-99,5,6,5,-99,-99,-99,-99,-99,3,-99,3,-99,-99,-99,4,-99,3,5,-99,7,-99,-99,-99
17/06/2018,7,4,-99,8,3,7,-99,-99,-99,-99,-99,3,-99,4,7,-99,-99,2,-99,4,4,-99,8,-99,-99,-99
17/06/2018,8,8,-99,8,5,3,-99,-99,-99,-99,-99,8,-99,1,11,-99,-99,-99,-99,4,1,-99,5,-99,-99,-99
17/06/2018,9,1,-99,2,6,2,-99,-99,-99,-99,2,3,-99,1,6,-99,-99,-99,-99,3,7,-99,9,-99,-99,-99
17/06/2018,10,7,-99,6,7,-99,-99,-99,-99,-99,4,1,-99,2,4,-99,-99,-99,-99,12,12,-99,9,-99,-99,-99
17/06/2018,11,7,-99,5,9,-99,-99,-99,-99,-99,6,-99,-99,8,17,-99,-99,-99,-99,5,9,-99,8,-99,-99,-99
17/06/2018,12,3,-99,8,8,4,-99,-99,-99,-99,8,-99,-99,1,4,-99,-99,-99,-99,-99,16,-99,8,-99,-99,-99
17/06/2018,13,13,-99,5,9,4,-99,-99,-99,-99,8,-99,-99,10,2,-99,-99,4,-99,9,6,-99,7,-99,-99,-99
17/06/2018,14,8,-99,8,11,6,-99,-99,-99,-99,7,-99,-99,6,4,-99,-99,6,-99,9,16,-99,-99,-99,-99,-99
17/06/2018,15,5,-99,4,11,14,-99,-99,-99,-99,6,5,-99,13,11,-99,-99,6,-99,16,10,-99,-99,-99,-99,-99
17/06/2018,16,11,-99,8,13,11,-99,-99,-99,-99,9,10,-99,7,29,-99,-99,12,-99,10,9,-99,28,-99,-99,-99
17/06/2018,17,11,-99,10,24,3,-99,-99,-99,-99,13,17,-99,16,34,-99,-99,7,-99,10,9,-99,19,-99,-99,-99
17/06/2018,18,10,-99,17,28,11,-99,-99,-99,-99,10,25,-99,16,18,-99,-99,8,-99,4,11,-99,18,-99,-99,-99
17/06/2018,19,12,-99,16,18,17,-99,-99,-99,-99,5,9,-99,7,23,-99,-99,6,-99,6,21,-99,23,-99,-99,-99
17/06/2018,20,18,-99,14,26,22,-99,-99,-99,-99,2,16,-99,4,25,-99,-99,5,-99,11,20,-99,15,-99,-99,-99
17/06/2018,21,6,-99,19,10,18,-99,-99,-99,-99,3,12,-99,6,18,-99,-99,7,-99,6,18,-99,18,-99,-99,-99
17/06/2018,22,7,-99,6,8,5,-99,-99,-99,-99,3,2,-99,6,19,-99,-99,3,-99,4,16,-99,21,-99,-99,-99
17/06/2018,23,9,-99,4,1,19,-99,-99,-99,-99,4,5,-99,1,18,-99,-99,2,-99,8,10,-99,3,-99,-99,-99
17/06/2018,24,6,-99,17,9,16,-99,-99,-99,-99,1,11,-99,3,14,-99,-99,3,-99,4,8,-99,6,-99,-99,-99
18/06/2018,1,8,-99,7,7,18,-99,-99,-99,-99,1,8,-99,1,7,-99,-99,-99,-99,2,13,-99,5,-99,-99,-99
18/06/2018,2,10,-99,9,13,10,-99,-99,-99,-99,4,4,-99,4,10,-99,-99,5,-99,10,7,-99,5,-99,-99,-99
18/06/2018,3,8,-99,10,7,-99,-99,-99,-99,-99,3,10,-99,11,7,-99,-99,-99,-99,-99,7,-99,9,-99,-99,-99
18/06/2018,4,10,-99,10,10,-99,-99,-99,-99,-99,8,8,-99,10,11,-99,-99,3,-99,-99,6,-99,9,-99,-99,-99
18/06/2018,5,8,-99,12,9,13,-99,-99,-99,-99,13,10,-99,14,14,-99,-99,2,-99,-99,11,-99,-99,-99,-99,-99
18/06/2018,6,12,-99,7,11,13,-99,-99,-99,-99,10,9,-99,15,14,-99,-99,6,-99,-99,14,-99,7,-99,-99,-99
18/06/2018,7,11,-99,8,13,3,-99,-99,-99,-99,5,11,-99,12,13,-99,-99,5,-99,-99,15,-99,16,-99,-99,-99
18/06/2018,8,11,-99,6,14,14,-99,-99,-99,-99,4,9,-99,7,17,-99,-99,3,-99,-99,12,-99,15,-99,-99,-99
18/06/2018,9,14,-99,-99,19,4,-99,-99,-99,-99,9,8,-99,17,18,-99,-99,5,-99,-99,12,-99,15,-99,-99,-99
18/06/2018,10,12,-99,-99,14,5,-99,-99,-99,-99,14,26,-99,7,17,-99,-99,3,-99,-99,21,-99,24,-99,-99,-99
18/06/2018,11,18,-99,-99,21,7,-99,-99,-99,-99,12,5,-99,10,18,-99,-99,1,-99,-99,16,-99,27,-99,-99,-99
18/06/2018,12,8,-99,-99,17,10,-99,-99,-99,-99,5,3,-99,8,12,-99,-99,6,-99,-99,16,-99,25,-99,-99,-99
18/06/2018,13,7,-99,-99,5,9,-99,-99,-99,-99,4,8,-99,6,21,-99,-99,6,-99,-99,13,-99,36,-99,-99,-99
18/06/2018,14,8,-99,-99,22,-99,-99,-99,-99,-99,8,7,-99,5,5,-99,-99,12,-99,-99,10,-99,32,-99,-99,-99
18/06/2018,15,5,-99,-99,38,-99,-99,-99,-99,-99,13,13,-99,7,20,-99,-99,8,-99,-99,3,-99,31,-99,-99,-99
18/06/2018,16,8,-99,-99,19,-99,-99,-99,-99,-99,21,18,-99,24,16,-99,-99,3,-99,-99,4,-99,15,-99,-99,-99
18/06/2018,17,2,-99,-99,11,-99,-99,-99,-99,-99,13,13,-99,18,12,-99,-99,8,-99,-99,2,-99,10,-99,-99,-99
18/06/2018,18,5,-99,-99,15,-99,-99,-99,-99,-99,19,13,-99,11,17,-99,-99,5,-99,-99,6,-99,13,-99,-99,-99
18/06/2018,19,3,-99,-99,22,8,-99,-99,-99,-99,18,11,-99,14,12,-99,-99,9,-99,-99,13,-99,14,-99,-99,-99
18/06/2018,20,5,-99,-99,19,8,-99,-99,-99,-99,9,19,-99,8,14,-99,-99,8,-99,-99,12,-99,14,-99,-99,-99
18/06/2018,21,5,-99,-99,11,10,-99,-99,-99,-99,2,4,-99,7,15,-99,-99,4,-99,-99,14,-99,11,-99,-99,-99
18/06/2018,22,4,-99,-99,4,8,-99,-99,-99,-99,2,5,-99,-99,11,-99,-99,5,-99,-99,11,-99,11,-99,-99,-99
18/06/2018,23,3,-99,-99,8,4,-99,-99,-99,-99,1,7,-99,-99,11,-99,-99,2,-99,-99,3,-99,6,-99,-99,-99
18/06/2018,24,-99,-99,-99,5,8,-99,-99,-99,-99,2,4,-99,-99,7,-99,-99,7,-99,3,7,-99,10,-99,-99,-99
19/06/2018,1,-99,-99,-99,3,14,-99,-99,-99,-99,1,3,-99,-99,4,-99,-99,5,-99,3,-99,-99,8,-99,-99,-99
19/06/2018,2,6,-99,-99,2,7,-99,-99,-99,-99,3,5,-99,-99,4,-99,-99,3,-99,4,6,-99,5,-99,-99,-99
19/06/2018,3,2,-99,-99,6,5,-99,-99,-99,-99,4,2,-99,-99,4,-99,-99,5,-99,5,4,-99,10,-99,-99,-99
19/06/2018,4,1,-99,3,8,6,-99,-99,-99,-99,2,-99,-99,-99,7,-99,-99,-99,-99,6,4,-99,12,-99,-99,-99
19/06/2018,5,2,-99,5,5,4,-99,-99,-99,-99,1,4,-99,-99,-99,-99,-99,6,-99,5,11,-99,13,-99,-99,-99
19/06/2018,6,3,-99,4,4,1,-99,-99,-99,-99,4,5,-99,-99,7,-99,-99,4,-99,2,-99,-99,7,-99,-99,-99
19/06/2018,7,2,-99,6,8,13,-99,-99,-99,-99,5,6,-99,10,10,-99,-99,-99,-99,1,9,-99,11,-99,-99,-99
19/06/2018,8,5,-99,7,7,7,-99,-99,-99,-99,4,9,-99,11,13,-99,-99,15,-99,7,9,-99,11,-99,-99,-99
19/06/2018,9,1,-99,10,10,15,-99,-99,-99,-99,2,6,-99,9,7,-99,-99,9,-99,7,11,-99,14,-99,-99,-99
19/06/2018,10,8,-99,7,5,15,-99,-99,-99,-99,4,5,-99,7,14,-99,-99,4,-99,-99,5,-99,16,-99,-99,-99
19/06/2018,11,6,-99,9,6,1,-99,-99,-99,-99,8,23,-99,10,11,-99,-99,3,-99,-99,10,-99,7,-99,-99,-99
19/06/2018,12,10,-99,9,4,7,-99,-99,-99,-99,11,9,-99,6,10,-99,-99,3,-99,-99,3,-99,7,-99,-99,-99
19/06/2018,13,15,-99,10,9,2,-99,-99,-99,-99,14,-99,-99,6,19,-99,-99,10,-99,26,12,-99,10,-99,-99,-99
19/06/2018,14,7,-99,11,8,7,-99,-99,-99,-99,17,-99,-99,10,20,-99,-99,11,-99,27,17,-99,12,-99,-99,-99
19/06/2018,15,12,-99,14,17,11,-99,-99,-99,-99,17,-99,-99,17,33,-99,-99,13,-99,21,10,-99,13,-99,-99,-99
19/06/2018,16,4,-99,8,15,7,-99,-99,-99,-99,9,-99,-99,5,19,-99,-99,9,-99,7,15,-99,18,-99,-99,-99
19/06/2018,17,3,-99,7,7,3,-99,-99,-99,-99,5,-99,-99,-99,5,-99,-99,2,-99,14,11,-99,21,-99,-99,-99
19/06/2018,18,2,-99,7,7,7,-99,-99,-99,-99,7,7,-99,9,6,-99,-99,12,-99,13,6,-99,19,-99,-99,-99
19/06/2018,19,3,-99,10,24,1,-99,-99,-99,-99,6,11,-99,22,18,-99,-99,8,-99,11,8,-99,23,-99,-99,-99
19/06/2018,20,4,-99,20,36,10,-99,-99,-99,-99,17,30,-99,29,22,-99,-99,9,-99,6,7,-99,26,-99,-99,-99
19/06/2018,21,3,-99,17,30,1,-99,-99,-99,-99,24,30,-99,26,29,-99,-99,9,-99,7,25,-99,29,-99,-99,-99
19/06/2018,22,12,-99,23,33,12,-99,-99,-99,-99,7,32,-99,6,27,-99,-99,5,-99,6,18,-99,25,-99,-99,-99
19/06/2018,23,19,-99,25,26,27,-99,-99,-99,-99,5,34,-99,38,22,-99,-99,8,-99,10,18,-99,20,-99,-99,-99
19/06/2018,24,24,-99,14,27,7,-99,-99,-99,-99,5,20,-99,12,22,-99,-99,4,-99,2,5,-99,19,-99,-99,-99
20/06/2018,1,19,-99,3,13,12,-99,-99,-99,-99,3,2,-99,1,19,-99,-99,6,-99,5,4,-99,8,-99,-99,9
20/06/2018,2,11,-99,4,9,1,-99,-99,-99,-99,1,4,-99,2,9,-99,-99,3,-99,6,4,-99,4,-99,-99,5
20/06/2018,3,6,-99,3,2,9,-99,-99,-99,-99,2,1,-99,7,-99,-99,-99,2,-99,-99,6,-99,1,-99,-99,21
20/06/2018,4,4,-99,3,9,7,-99,-99,-99,-99,2,4,-99,7,3,-99,-99,4,-99,7,7,-99,3,-99,-99,8
20/06/2018,5,-99,-99,-99,-99,5,-99,-99,-99,-99,3,3,-99,3,7,-99,-99,6,-99,8,-99,-99,4,-99,-99,3
20/06/2018,6,4,-99,5,1,8,-99,-99,-99,-99,4,6,-99,9,10,-99,-99,14,-99,7,11,-99,9,-99,-99,12
20/06/2018,7,3,-99,8,6,13,-99,-99,-99,-99,5,7,-99,2,20,-99,-99,12,-99,9,9,-99,12,-99,9,12
20/06/2018,8,5,-99,9,8,1,-99,-99,-99,-99,6,11,-99,8,9,-99,-99,12,-99,17,8,-99,9,-99,5,9
20/06/2018,9,6,-99,11,9,4,-99,-99,-99,-99,9,10,-99,12,8,-99,-99,7,-99,7,7,-99,3,-99,7,14
20/06/2018,10,1,-99,12,9,7,-99,-99,-99,-99,7,17,-99,14,-99,-99,-99,9,-99,29,-99,-99,13,-99,6,14
20/06/2018,11,5,-99,9,13,5,-99,-99,-99,-99,7,35,-99,4,-99,-99,-99,14,-99,13,11,-99,13,-99,28,15
20/06/2018,12,5,-99,11,10,4,-99,-99,-99,-99,12,10,-99,8,-99,-99,-99,6,-99,2,9,-99,20,-99,1,9
20/06/2018,13,9,-99,5,7,3,-99,-99,-99,-99,17,-99,-99,14,-99,-99,-99,9,-99,14,8,-99,23,-99,11,16
20/06/2018,14,10,-99,7,17,-99,-99,-99,-99,-99,17,-99,-99,8,-99,-99,-99,10,-99,9,4,-99,28,-99,-99,10
20/06/2018,15,6,-99,18,24,5,-99,-99,-99,-99,17,-99,-99,20,21,-99,-99,18,-99,15,4,-99,22,-99,-99,19
20/06/2018,16,8,-99,22,20,14,-99,-99,-99,-99,14,-99,-99,17,23,-99,-99,21,-99,-99,10,-99,29,-99,-99,8
20/06/2018,17,21,-99,14,19,18,-99,-99,-99,-99,12,-99,-99,13,24,-99,-99,24,-99,28,27,-99,26,-99,20,16
20/06/2018,18,13,-99,17,18,16,-99,-99,-99,-99,11,6,-99,15,13,-99,-99,30,-99,8,23,-99,25,-99,43,15
20/06/2018,19,18,-99,9,15,17,-99,-99,-99,-99,9,13,-99,12,12,-99,-99,20,-99,12,18,-99,23,-99,7,18
20/06/2018,20,10,-99,12,8,12,-99,-99,-99,-99,10,14,-99,14,11,-99,-99,11,-99,11,17,-99,9,-99,17,13
20/06/2018,21,11,-99,9,15,13,-99,-99,-99,-99,10,11,-99,11,15,-99,-99,11,-99,14,12,-99,17,-99,8,13
20/06/2018,22,10,-99,11,13,-99,-99,-99,-99,-99,10,12,-99,12,12,-99,-99,12,-99,13,14,-99,21,-99,16,11
20/06/2018,23,14,-99,17,12,-99,-99,-99,-99,-99,11,12,-99,12,17,-99,-99,7,-99,11,18,-99,18,-99,3,19
20/06/2018,24,15,-99,15,17,14,-99,-99,-99,-99,8,11,-99,8,11,-99,-99,8,-99,7,12,-99,17,-99,15,22
21/06/2018,1,14,-99,11,8,25,-99,-99,-99,-99,6,15,-99,12,18,-99,-99,7,-99,12,11,-99,10,-99,3,21
21/06/2018,2,17,-99,7,8,13,-99,-99,-99,-99,10,12,-99,14,20,-99,-99,12,-99,9,9,-99,13,-99,13,12
21/06/2018,3,18,-99,14,20,18,-99,-99,-99,-99,11,10,-99,13,15,-99,-99,6,-99,16,12,-99,20,-99,3,10
21/06/2018,4,16,-99,16,19,14,-99,-99,-99,-99,14,14,-99,12,18,-99,-99,10,-99,13,13,-99,18,-99,11,11
21/06/2018,5,13,-99,15,25,18,-99,-99,-99,-99,14,18,-99,16,23,-99,-99,8,-99,10,7,-99,25,-99,8,17
21/06/2018,6,14,-99,20,28,8,-99,-99,-99,-99,10,16,-99,17,23,-99,-99,6,-99,16,14,-99,31,-99,10,14
21/06/2018,7,15,-99,22,36,15,-99,-99,-99,-99,9,18,-99,16,24,-99,-99,10,-99,20,12,-99,34,-99,9,20
21/06/2018,8,15,-99,21,32,30,-99,-99,-99,-99,10,16,-99,14,31,-99,-99,13,-99,20,19,-99,26,-99,8,17
21/06/2018,9,18,-99,22,32,20,-99,-99,-99,-99,13,21,-99,21,35,-99,-99,13,-99,22,24,-99,27,-99,14,18
21/06/2018,10,-99,-99,30,41,24,-99,-99,-99,-99,17,22,-99,19,37,-99,-99,7,-99,-99,25,-99,28,-99,-99,20
21/06/2018,11,-99,-99,34,34,39,-99,-99,-99,-99,24,36,-99,25,47,-99,-99,12,-99,-99,29,-99,29,-99,-99,30
21/06/2018,12,-99,-99,25,26,23,-99,-99,-99,-99,17,42,-99,19,35,-99,-99,7,-99,-99,40,-99,29,-99,-99,21
21/06/2018,13,-99,-99,15,19,7,-99,-99,-99,-99,7,21,-99,8,16,-99,-99,10,-99,-99,27,-99,32,-99,-99,19
21/06/2018,14,22,-99,11,11,4,-99,-99,-99,-99,10,3,-99,5,15,-99,-99,9,-99,-99,29,-99,20,-99,-99,15
21/06/2018,15,12,-99,13,12,18,-99,-99,-99,-99,9,-99,-99,8,6,-99,-99,10,-99,10,11,-99,16,-99,36,9
21/06/2018,16,6,-99,11,17,6,-99,-99,-99,-99,9,-99,-99,14,9,-99,-99,8,-99,11,-99,-99,15,-99,44,10
21/06/2018,17,9,-99,8,17,-99,-99,-99,-99,-99,12,5,-99,10,12,-99,-99,7,-99,14,19,-99,14,-99,39,14
21/06/2018,18,9,-99,15,19,-99,-99,-99,-99,-99,20,21,-99,8,11,-99,-99,15,-99,16,12,-99,26,-99,10,19
21/06/2018,19,12,-99,16,17,-99,-99,-99,-99,-99,16,16,-99,15,15,-99,-99,20,-99,15,12,-99,28,-99,16,23
21/06/2018,20,10,-99,15,15,-99,-99,-99,-99,-99,12,12,-99,18,14,-99,-99,13,-99,12,10,-99,18,-99,11,15
21/06/2018,21,10,-99,8,10,-99,-99,-99,-99,-99,10,6,-99,12,9,-99,-99,8,-99,11,9,-99,16,-99,1,11
21/06/2018,22,9,-99,10,16,-99,-99,-99,-99,-99,9,10,-99,13,7,-99,-99,12,-99,16,3,-99,12,-99,8,9
21/06/2018,23,8,-99,12,19,-99,-99,-99,-99,-99,10,10,-99,11,6,-99,-99,7,-99,9,5,-99,14,-99,2,8
21/06/2018,24,9,-99,8,14,-99,-99,-99,-99,-99,1,7,-99,9,4,-99,-99,1,-99,3,4,-99,8,-99,1,7
22/06/2018,1,8,-99,6,9,-99,-99,-99,-99,-99,1,12,-99,8,7,-99,-99,2,-99,1,6,-99,9,-99,2,5
22/06/2018,2,1,-99,7,6,-99,-99,-99,-99,-99,1,8,-99,5,6,-99,-99,5,-99,2,3,-99,5,-99,5,17
22/06/2018,3,2,-99,3,16,-99,-99,-99,-99,-99,1,3,-99,-99,10,-99,-99,2,-99,7,8,-99,9,-99,8,8
22/06/2018,4,6,-99,3,8,-99,-99,-99,-99,-99,1,5,-99,3,3,-99,-99,4,-99,4,1,-99,9,-99,1,10
22/06/2018,5,3,-99,6,3,-99,-99,-99,-99,-99,2,2,-99,5,6,-99,-99,4,-99,5,7,-99,10,-99,-99,14
22/06/2018,6,4,-99,2,7,-99,-99,-99,-99,-99,3,2,-99,3,3,-99,-99,5,-99,8,11,-99,14,-99,-99,17
22/06/2018,7,6,-99,4,14,-99,-99,-99,-99,-99,28,8,-99,12,9,-99,-99,7,-99,3,5,-99,18,-99,-99,24
22/06/2018,8,9,-99,11,11,-99,-99,-99,-99,-99,5,9,-99,8,13,-99,-99,15,-99,11,3,-99,22,-99,11,22
22/06/2018,9,8,-99,7,10,-99,-99,-99,-99,-99,8,16,-99,7,12,-99,-99,20,-99,8,9,-99,14,-99,28,12
22/06/2018,10,7,-99,12,10,-99,-99,-99,-99,-99,9,24,-99,9,16,-99,-99,3,-99,3,10,-99,14,-99,41,2
22/06/2018,11,9,-99,7,12,-99,-99,-99,-99,-99,7,25,-99,10,22,-99,-99,4,-99,-99,14,-99,21,-99,2,-99
22/06/2018,12,13,-99,13,18,-99,-99,-99,-99,-99,9,31,-99,7,25,-99,-99,6,-99,6,23,-99,12,-99,5,-99
22/06/2018,13,7,-99,9,11,-99,-99,-99,-99,-99,9,26,-99,19,22,-99,-99,6,-99,1,24,-99,14,-99,4,-99
22/06/2018,14,6,-99,5,13,-99,-99,-99,-99,-99,11,20,-99,10,8,-99,-99,9,-99,12,3,-99,18,-99,4,8
22/06/2018,15,2,-99,-99,8,-99,-99,-99,-99,-99,6,7,-99,3,14,-99,-99,3,-99,8,9,-99,3,-99,1,10
22/06/2018,16,5,-99,6,8,-99,-99,-99,-99,-99,5,3,-99,-99,8,-99,-99,8,-99,8,8,-99,-99,-99,1,16
22/06/2018,17,5,-99,7,5,-99,-99,-99,-99,-99,8,-99,-99,17,5,-99,-99,8,-99,15,3,-99,9,-99,4,4
22/06/2018,18,7,-99,5,8,-99,-99,-99,-99,-99,6,12,-99,8,10,-99,-99,9,-99,4,-99,-99,16,-99,-99,9
22/06/2018,19,5,-99,4,7,-99,-99,-99,-99,-99,4,10,-99,6,6,-99,-99,9,-99,11,9,-99,20,-99,-99,8
22/06/2018,20,7,-99,7,16,-99,-99,-99,-99,-99,7,13,-99,8,9,-99,-99,13,-99,8,12,-99,15,-99,9,8
22/06/2018,21,11,-99,13,22,-99,-99,-99,-99,-99,8,12,-99,17,15,-99,-99,12,-99,8,6,-99,15,-99,15,11
22/06/2018,22,10,-99,13,22,-99,-99,-99,-99,-99,9,16,-99,17,14,-99,-99,13,-99,11,6,-99,26,-99,7,17
22/06/2018,23,13,-99,10,20,-99,-99,-99,-99,-99,9,14,-99,25,9,-99,-99,11,-99,10,5,-99,21,-99,22,8
22/06/2018,24,11,-99,16,14,-99,-99,-99,-99,-99,15,15,-99,17,7,-99,-99,19,-99,11,7,-99,11,-99,9,5
23/06/2018,1,2,-99,6,12,-99,-99,-99,-99,-99,16,12,-99,24,4,-99,-99,23,-99,6,6,-99,3,-99,14,8
23/06/2018,2,7,-99,11,19,-99,-99,-99,-99,-99,9,13,-99,14,4,-99,-99,17,-99,23,10,-99,6,-99,14,15
23/06/2018,3,7,-99,8,16,-99,-99,-99,-99,-99,9,5,-99,11,5,-99,-99,12,-99,15,6,-99,10,-99,16,8
23/06/2018,4,10,-99,5,11,-99,-99,-99,-99,-99,10,4,-99,4,5,-99,-99,13,-99,18,8,-99,16,-99,8,16
23/06/2018,5,9,-99,11,17,-99,-99,-99,-99,-99,16,11,-99,13,7,-99,-99,8,-99,18,4,-99,10,-99,15,20
23/06/2018,6,9,-99,15,20,15,-99,-99,-99,-99,20,13,-99,19,13,-99,-99,4,-99,16,6,-99,23,-99,10,20
23/06/2018,7,11,-99,9,20,16,-99,-99,-99,-99,21,15,-99,9,14,-99,-99,8,-99,13,12,-99,19,-99,8,21
23/06/2018,8,15,-99,15,25,9,-99,-99,-99,-99,16,16,-99,13,14,-99,-99,11,-99,19,15,-99,18,-99,6,23
23/06/2018,9,19,-99,19,27,3,-99,-99,-99,-99,16,23,-99,22,21,-99,-99,23,-99,24,19,-99,32,-99,25,22
23/06/2018,10,18,-99,24,34,2,-99,-99,-99,-99,20,36,-99,24,23,-99,-99,25,-99,22,16,-99,32,-99,55,22
23/06/2018,11,18,-99,33,24,14,-99,-99,-99,-99,15,15,-99,16,28,-99,-99,7,-99,14,33,-99,39,-99,34,16
23/06/2018,12,23,-99,22,29,15,-99,-99,-99,-99,18,4,-99,10,31,-99,-99,15,-99,20,25,-99,30,-99,10,25
23/06/2018,13,37,-99,24,26,21,-99,-99,-99,-99,29,1,-99,13,29,-99,-99,14,-99,25,45,-99,32,-99,19,19
23/06/2018,14,26,-99,30,27,24,-99,-99,-99,-99,21,14,-99,24,39,-99,-99,-99,-99,15,33,-99,4,-99,17,13
23/06/2018,15,33,-99,26,20,23,-99,-99,-99,-99,15,13,-99,16,26,-99,-99,-99,-99,12,35,-99,2,-99,15,6
23/06/2018,16,37,-99,17,15,13,-99,-99,-99,-99,16,13,-99,14,21,-99,-99,5,-99,15,25,-99,-99,-99,15,7
23/06/2018,17,30,-99,15,18,26,-99,-99,-99,-99,14,10,-99,11,15,-99,-99,22,-99,3,11,-99,-99,-99,-99,5
23/06/2018,18,20,-99,11,9,27,-99,-99,-99,-99,6,13,-99,17,6,-99,-99,12,-99,3,14,-99,-99,-99,4,12
23/06/2018,19,14,-99,16,14,7,-99,-99,-99,-99,7,8,-99,11,19,-99,-99,10,-99,9,6,-99,-99,-99,8,5
23/06/2018,20,12,-99,11,9,1,-99,-99,-99,-99,12,5,-99,7,12,-99,-99,20,-99,24,10,-99,-99,-99,14,16
23/06/2018,21,2,-99,8,9,9,-99,-99,-99,-99,13,17,-99,9,10,-99,-99,10,-99,23,7,-99,-99,-99,11,19
23/06/2018,22,9,-99,14,11,3,-99,-99,-99,-99,15,14,-99,7,12,-99,-99,11,-99,13,8,-99,-99,-99,13,16
23/06/2018,23,7,-99,19,15,12,-99,-99,-99,-99,15,15,-99,14,16,-99,-99,15,-99,17,17,-99,-99,-99,16,12
23/06/2018,24,5,-99,16,14,16,-99,-99,-99,-99,-99,18,-99,17,15,-99,-99,11,-99,13,-99,-99,-99,-99,17,21
24/06/2018,1,5,-99,12,12,8,-99,-99,-99,-99,-99,13,-99,18,4,-99,-99,4,-99,9,6,-99,-99,-99,6,25
